method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivpois,0.8972385169472545,0.5988812066492817,0.8200813659389927,-0.07715715100826182,0.005953225951711718,0.9011892151214473,0.0039506981741928016,1.5608016063570335e-5,-0.17543859649123333,-1.0726771134384878,1.1506361896947264,0.5
