method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0.9502239951398224,0.31744119382733427,0.3736084658336043,-0.5766155293062181,0.33248546863709,0.6526211353439779,-0.29760285979584444,0.08856746215866504,0.8888888888888877,-0.061335106250934635,0.003761995258813441,-0.5
