method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivpois,0.3589795201551169,0.2296613627011677,0.2581738731787764,-0.10080564697634053,0.010161778462318593,0.28590520259459373,-0.07307431756052318,0.005339855886936187,0.7982456140350961,0.43926609387997917,0.19295470123257466,0.5
