true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.562239494983992,0.6158280787491525,0.053588583765160513,0.002871736309955625,2.3830409356725064,1.8208014406885145,3.3153178864133697
