true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.27218588959538964,0.36702122105050555,0.09483533145511591,0.008993740092201698,0.39473684210527177,0.12255095250988213,0.015018735961079385
