true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.46364976633269206,0.3299136164286701,-0.13373614990402194,0.017885357791151028,0.35087719298245346,-0.1127725733502386,0.012717653300034945
