true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.48019426376573554,0.5166847336397463,0.03649046987401078,0.001331554391626088,0.31871345029240056,-0.16148081347333498,0.026076053120010004
