true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.35670282162640654,0.21405869486706036,-0.14264412675934618,0.02034734689893642,0.22807017543860764,-0.1286326461877989,0.016546357665275457
