true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.1913083481731127,0.14086622585983227,-0.050442122313280435,0.002544407703467944,-0.21345029239765353,-0.40475864057076627,0.16382955711669475
