true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.26492670966428983,0.11998157691353853,-0.1449451327507513,0.021009091508132918,-0.31578947368421634,-0.5807161833485062,0.3372312856028558
