date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,season
2016-08-26,Bayern Munich,Werder Bremen,6,0,NA,NA,75000,Christian Dingert,https://fbref.com/en/matches/cd4ef1df/Bayern-Munich-Werder-Bremen-August-26-2016-Bundesliga,1,1,0,0,28,14,15,18,7,0,0,1,0,4,2,11,19,8,2016-2017
2016-08-27,Hamburger SV,Ingolstadt 04,1,1,NA,NA,50107,Marco Fritz,https://fbref.com/en/matches/58ae4021/Hamburger-SV-Ingolstadt-04-August-27-2016-Bundesliga,0,0,2,0,8,1,14,18,17,0,0,2,0,13,5,13,14,16,2016-2017
2016-08-27,Eint Frankfurt,Schalke 04,1,0,NA,NA,47000,Wolfgang Stark,https://fbref.com/en/matches/75808fc7/Eintracht-Frankfurt-Schalke-04-August-27-2016-Bundesliga,0,1,2,1,11,4,6,20,11,0,0,2,0,11,3,15,10,15,2016-2017
2016-08-27,Augsburg,Wolfsburg,0,2,NA,NA,26172,Sascha Stegemann,https://fbref.com/en/matches/b4a595cd/Augsburg-Wolfsburg-August-27-2016-Bundesliga,0,0,1,0,13,2,10,11,15,0,0,2,0,12,6,8,10,18,2016-2017
2016-08-27,Dortmund,Mainz 05,2,1,NA,NA,81360,Robert Hartmann,https://fbref.com/en/matches/0a2c80cb/Borussia-Dortmund-Mainz-05-August-27-2016-Bundesliga,1,1,0,0,17,8,13,21,3,0,0,3,0,12,4,21,25,20,2016-2017
2016-08-27,Köln,Darmstadt 98,2,0,NA,NA,50000,Patrick Ittrich,https://fbref.com/en/matches/a2d4e20f/Koln-Darmstadt-98-August-27-2016-Bundesliga,0,0,3,0,21,8,11,15,12,0,0,3,0,12,3,5,14,15,2016-2017
2016-08-27,M'gladbach,Leverkusen,2,1,NA,NA,52183,Felix Brych,https://fbref.com/en/matches/55b78c20/Borussia-Monchengladbach-Bayer-Leverkusen-August-27-2016-Bundesliga,0,0,3,0,14,9,15,22,12,0,0,3,0,12,6,17,16,16,2016-2017
2016-08-28,Hertha BSC,Freiburg,2,1,NA,NA,41648,Benjamin Brand,https://fbref.com/en/matches/45190f62/Hertha-BSC-Freiburg-August-28-2016-Bundesliga,0,0,0,0,15,5,13,17,10,0,0,3,0,8,2,10,18,10,2016-2017
2016-08-28,Hoffenheim,RB Leipzig,2,2,NA,NA,24188,Tobias Stieler,https://fbref.com/en/matches/c4c261e4/Hoffenheim-RB-Leipzig-August-28-2016-Bundesliga,0,0,2,0,11,5,9,17,12,0,0,4,0,23,9,14,22,14,2016-2017
2016-09-09,Schalke 04,Bayern Munich,0,2,NA,NA,62271,Manuel Gräfe,https://fbref.com/en/matches/315f5fe0/Schalke-04-Bayern-Munich-September-9-2016-Bundesliga,0,0,2,0,9,2,14,22,13,0,0,4,0,18,2,11,16,12,2016-2017
