date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,season
2016-09-10,Kerkyra,Platanias,0,1,NA,NA,828,Angelos Evangelo u,https://fbref.com/en/matches/7217056d/Kerkyra-Platanias-September-10-2016-Super-League-Greece,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2016-2017
2016-09-10,Panionios,Asteras Tripoli,3,0,NA,NA,1295,Anastasios Papapetrou,https://fbref.com/en/matches/2eea1578/Panionios-Asteras-Tripoli-September-10-2016-Super-League-Greece,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2016-2017
2016-09-10,Levadiakos,Panathinaikos,0,3,NA,NA,1871,Tasos Sidiropoulos,https://fbref.com/en/matches/68ad6099/Levadiakos-Panathinaikos-September-10-2016-Super-League-Greece,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2016-2017
2016-09-11,AEK Athens,Xanthi,4,1,NA,NA,11677,Georgios Kominis,https://fbref.com/en/matches/881e0809/AEK-Athens-Xanthi-September-11-2016-Super-League-Greece,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2016-2017
2016-09-11,PAS Giannina,Atromitos,3,0,NA,NA,2116,Aristidis Vatsios,https://fbref.com/en/matches/21a79fc2/PAS-Giannina-Atromitos-September-11-2016-Super-League-Greece,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017
2016-09-11,PAOK,Panetolikos,2,1,NA,NA,11515,Evangelos Kiotzenis,https://fbref.com/en/matches/55ba86d1/PAOK-Panetolikos-September-11-2016-Super-League-Greece,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017
2016-09-11,Olympiacos,Veria,6,1,NA,NA,20213,Ioannis Delfakis,https://fbref.com/en/matches/1b638321/Olympiacos-Veria-September-11-2016-Super-League-Greece,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017
2016-09-12,Larissa,Iraklis,2,2,NA,NA,2521,Angelos Evangelo u,https://fbref.com/en/matches/8effdcd9/Larissa-Iraklis-Thessaloniki-September-12-2016-Super-League-Greece,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2016-2017
2016-09-17,Xanthi,Panionios,0,2,NA,NA,878,Dimitrios Karantonis,https://fbref.com/en/matches/fc5c6f4c/Xanthi-Panionios-September-17-2016-Super-League-Greece,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2016-2017
2016-09-17,Platanias,Levadiakos,3,2,NA,NA,1454,Ioannis Neofitiadis,https://fbref.com/en/matches/e81fa61b/Platanias-Levadiakos-September-17-2016-Super-League-Greece,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2016-2017
