true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.1517152665514106,0.09650728346600947,0.1013176025239062,-0.050397664027504396,0.0025399245394292108,0.8245614035087715,0.6728461369573608,0.4527219240184436,0.5,0
