true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.634420266829642,0.6078893394812608,0.8365509694658304,0.20213070263618838,0.04085682094819921,0.8976608187134607,0.2632405518838187,0.06929558815609743,0,0
