true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.6528363501382177,0.7013730411735521,1.0165195719259108,0.3636832217876931,0.13226548580987635,2.4912280701754397,1.838391720037222,3.3796841163014153,0,0
