method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivpois,0,0.18823874909142094,0.2170546369170281,0.2170546369170281,0.04711271540718289,0.23203306173437815,0.23203306173437815,0.05383934173782974,0.18421052631579196,0.18421052631579196,0.033933518005541084,-0.8,1.161834242728283
