true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.3322586770390932,0.3893563304948774,0.47603041228460774,0.14377173524551456,0.020670311855506336,-0.8011695906432723,-1.1334282676823655,1.2846596379814479,0,0
