method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivpois,0.5,0.6791846658155953,0.9197394171730622,0.4197394171730622,0.1761811783287819,1.0407270608777441,0.5407270608777441,0.29238575436548364,0.6228070175438628,0.1228070175438628,0.015081563558018627,0,1.3498588075760032
