true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.17380335978768252,0.27260403161656477,0.31338008485904756,0.13957672507136504,0.019481662181647423,0.3216374269005894,0.14783406711290686,0.021854911399143452,0,0
