true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.6914863065763683,0.7767795081097382,1.174458152267999,0.48297184569163076,0.2332618037307804,2.1286549707602473,1.437168664183879,2.065453769312075,0,0
