method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivpois,0.5,0.5452084242097694,0.8125926106490446,0.31259261064904464,0.09771414023238521,0.9287340609830884,0.4287340609830884,0.1838128950470506,1.1345029239766073,0.6345029239766073,0.40259396053486435,-0.8,1.3498588075760032
