true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.08911642190855404,0.10504418523751437,0.11075968845208917,0.021643266543535128,4.68430986674507e-4,0.29239766081871177,0.20328123891015773,0.041323262092848624,0.5,0.1
