true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.3636609232423552,0.3337683206074967,0.39621963078446787,0.03255870754211265,0.0010600694368128234,1.0350877192982484,0.6714267960558932,0.45081394246188194,0.5,0
