true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.04835832643055003,0.015392965253478623,0.015512047166470477,-0.032846279264079556,0.0010788780614939025,-0.5789473684210668,-0.6273056948516168,0.39351243479326975,0.5,0
