true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.10579905696075104,0.025967716807729985,0.026307815446090732,-0.0794912415146603,0.006318857477542054,-0.9356725146198881,-1.041471571580639,1.0846630344106463,0,0.1
