true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.6306836726838749,0.6765907859382791,0.9671598184194377,0.3364761457355627,0.11321619664905964,0.21929824561402725,-0.4113854270698477,0.169237969605441,0,0
