true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.10536010553794337,0.14010257990389288,0.15039179988512807,0.04503169434718471,0.0020278534957782674,1.2719298245613975,1.166569719023454,1.3608849093424606,-0.5,0
