true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.48841006300138035,0.4152287550185483,0.5147172002245919,0.02630713722321154,6.920654688808822e-4,-0.31286549707602446,-0.8012755600774049,0.6420425231773589,-0.5,0.1
