method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0.25,0.048603426476224544,0.24877580587291703,-0.001224194127082967,1.4986512607844276e-6,0.25440680152668804,0.004406801526688042,1.941989969562006e-5,-0.28070175438596795,-0.530701754385968,0.2816443521083443,-0.4,NA
