method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0.25,0.030071150567896183,0.1609541115800699,-0.08904588841993011,0.007929170244494643,0.1638679048642941,-0.08613209513570591,0.007418737812466294,0.4327485380117024,0.18274853801170238,0.03339702814541463,0,NA
