date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,Player,#,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,season
2017-08-26,Göztepe,Trabzonspor,3,2,NA,NA,0,Serkan Çınar,https://fbref.com/en/matches/06fe6b31/Goztepe-Trabzonspor-August-26-2017-Super-Lig,1,1,2,0,18,8,3,18,18,0,0,3,0,15,3,12,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-08-26,Kayserispor,Osmanlıspor,2,2,NA,NA,0,Fırat Aydınus,https://fbref.com/en/matches/cb7e4b4d/Kayserispor-Osmanlispor-August-26-2017-Super-Lig,0,0,4,1,13,5,11,9,13,0,0,1,1,16,4,12,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-08-27,Başakşehir,Konyaspor,2,1,NA,NA,0,Cüneyt Çakιr,https://fbref.com/en/matches/83f75fb6/Istanbul-Basaksehir-Konyaspor-August-27-2017-Super-Lig,0,0,4,0,12,5,9,8,20,0,0,5,1,15,4,6,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-08-27,Akhisarspor,Kasımpaşa,2,1,NA,NA,0,Mustafa Ogretmenoglu,https://fbref.com/en/matches/83d9c930/Akhisar-Belediyespor-Kasimpasa-August-27-2017-Super-Lig,0,0,2,1,12,5,9,9,8,1,1,4,0,12,3,10,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-08-27,Gençlerbirliği,Fenerbahçe,1,2,NA,NA,0,Umit Öztürk,https://fbref.com/en/matches/84572d64/Genclerbirligi-Fenerbahce-August-27-2017-Super-Lig,1,1,2,2,9,2,6,21,13,0,0,4,0,11,3,9,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-09,Sivasspor,Kayserispor,0,2,NA,NA,0,Halil Meler,https://fbref.com/en/matches/7ca2a37d/Sivasspor-Kayserispor-September-9-2017-Super-Lig,0,0,2,0,8,1,14,14,12,0,0,2,0,10,6,11,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-09,Karabükspor,Beşiktaş,0,1,NA,NA,11000,Ali Palabıyık,https://fbref.com/en/matches/12566b28/Kardemir-Karabukspor-Besiktas-September-9-2017-Super-Lig,0,0,3,0,15,5,19,8,22,0,1,3,1,16,7,12,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-09,Konyaspor,Alanyaspor,0,2,NA,NA,0,Bülent Yildirim,https://fbref.com/en/matches/574dbbb9/Konyaspor-Alanyaspor-September-9-2017-Super-Lig,0,0,3,0,16,6,5,16,14,1,1,2,0,13,4,4,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-09,Fenerbahçe,Başakşehir,2,3,NA,NA,0,Fırat Aydınus,https://fbref.com/en/matches/c7743acf/Fenerbahce-Istanbul-Basaksehir-September-9-2017-Super-Lig,0,0,2,0,19,2,12,16,19,0,0,4,0,11,7,10,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-10,Trabzonspor,Gençlerbirliği,3,1,NA,NA,0,Özgür Yankaya,https://fbref.com/en/matches/2eb27680/Trabzonspor-Genclerbirligi-September-10-2017-Super-Lig,0,0,3,0,23,6,9,14,14,0,0,7,0,9,3,7,16,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-10,Osmanlıspor,Göztepe,0,2,NA,NA,0,Suat Arslanboga,https://fbref.com/en/matches/77c97b13/Osmanlispor-Goztepe-September-10-2017-Super-Lig,0,0,1,0,20,7,6,7,14,1,1,1,0,8,4,17,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
2017-09-10,Bursaspor,Akhisarspor,3,0,NA,NA,20024,Alper Ulusoy,https://fbref.com/en/matches/e1ae91aa/Bursaspor-Akhisar-Belediyespor-September-10-2017-Super-Lig,0,0,2,0,15,5,12,4,7,0,0,1,0,17,4,13,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-2018
