date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,season
2019-07-26,Stuttgart,Hannover 96,2,1,NA,NA,52021,Felix Brych,https://fbref.com/en/matches/4bc864d9/Stuttgart-Hannover-96-July-26-2019-2-Bundesliga,0,0,6,1,14,7,9,8,14,0,0,3,1,7,2,11,14,15,2019-2020
2019-07-27,Dynamo Dres,Nürnberg,0,1,NA,NA,29753,Felix Zwayer,https://fbref.com/en/matches/9c18216d/Dynamo-Dresden-Nurnberg-July-27-2019-2-Bundesliga,0,0,2,0,16,3,10,8,16,0,0,2,0,5,2,10,16,9,2019-2020
2019-07-27,Osnabrück,Heidenheim,1,3,NA,NA,12909,Sascha Stegemann,https://fbref.com/en/matches/ccac9ad4/Osnabruck-Heidenheim-July-27-2019-2-Bundesliga,0,0,2,1,9,2,7,7,13,0,0,1,0,10,6,12,10,14,2019-2020
2019-07-27,Holstein Kiel,Sandhausen,1,1,NA,NA,10103,Tobias Stieler,https://fbref.com/en/matches/13f28029/Holstein-Kiel-Sandhausen-July-27-2019-2-Bundesliga,0,0,0,0,21,3,12,12,4,0,0,4,0,15,3,13,7,22,2019-2020
2019-07-28,Hamburger SV,Darmstadt 98,1,1,NA,NA,44475,Robert Hartmann,https://fbref.com/en/matches/a7589110/Hamburger-SV-Darmstadt-98-July-28-2019-2-Bundesliga,1,1,2,0,25,7,7,3,11,0,0,4,0,9,4,10,15,16,2019-2020
2019-07-28,Wehen,Karlsruher,1,2,NA,NA,6871,Christian Dingert,https://fbref.com/en/matches/1ca96838/Wehen-Wiesbaden-Karlsruher-July-28-2019-2-Bundesliga,0,0,2,0,16,4,10,10,12,0,0,2,0,13,4,16,16,17,2019-2020
2019-07-28,Greuther Fürth,Erzgebirge Aue,0,2,NA,NA,9970,Daniel Siebert,https://fbref.com/en/matches/5ea22997/Greuther-Furth-Erzgebirge-Aue-July-28-2019-2-Bundesliga,0,0,1,0,24,7,10,7,11,0,0,4,0,11,7,9,21,17,2019-2020
2019-07-28,Jahn R'burg,Bochum,3,1,NA,NA,10268,Robert Schröder,https://fbref.com/en/matches/27a16191/Jahn-Regensburg-Bochum-July-28-2019-2-Bundesliga,0,0,2,0,19,6,12,13,15,1,1,2,0,15,4,10,15,10,2019-2020
2019-07-29,Arminia,St. Pauli,1,1,NA,NA,23857,Bastian Dankert,https://fbref.com/en/matches/52859436/Arminia-Bielefeld-St-Pauli-July-29-2019-2-Bundesliga,0,0,2,0,22,5,4,9,9,0,0,2,0,5,3,13,7,15,2019-2020
2019-08-02,Sandhausen,Osnabrück,0,1,NA,NA,5025,Florian Badstübner,https://fbref.com/en/matches/b8cc4bf6/Sandhausen-Osnabruck-August-2-2019-2-Bundesliga,0,0,4,0,13,4,8,7,15,0,0,1,0,17,3,13,9,9,2019-2020
2019-08-02,Bochum,Arminia,3,3,NA,NA,21708,Martin Petersen,https://fbref.com/en/matches/0a036846/Bochum-Arminia-Bielefeld-August-2-2019-2-Bundesliga,1,1,3,0,18,8,10,3,7,0,0,2,0,14,6,7,7,16,2019-2020
2019-08-02,St. Pauli,Greuther Fürth,1,3,NA,NA,29546,Sven Jablonski,https://fbref.com/en/matches/ccc00d3c/St-Pauli-Greuther-Furth-August-2-2019-2-Bundesliga,0,0,0,0,17,5,9,7,9,0,0,1,0,6,5,13,16,18,2019-2020
2019-08-03,Karlsruher,Dynamo Dres,4,2,NA,NA,13099,Frank Willenborg,https://fbref.com/en/matches/96bed4aa/Karlsruher-Dynamo-Dresden-August-3-2019-2-Bundesliga,0,0,1,0,13,6,7,10,9,0,0,3,0,15,5,15,8,14,2019-2020
