method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivpois,1,0.6934650604333746,1.1985894817469043,0.19858948174690427,0.039437782260504026,1.2747808599193982,0.27478085991939816,0.07550452097804392,1.584795321637427,0.5847953216374271,0.3419855682090218,0
