method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0.5,0.09499846087434057,0.49253023026059495,-0.007469769739405052,5.579745995973142e-5,0.49325367879964616,-0.006746321200353844,4.5512849738343736e-5,0.005847953216361792,-0.4941520467836382,0.244186245340459,-0.5
