method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,1,0.1853605404598697,1.0555697605437704,0.055569760543770386,0.00308799828689198,1.0587113308648886,0.058711330864888556,0.0034470203719264157,1.546783625730995,0.546783625730995,0.29897233336753287,0.5
