method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0,-0.007527232734571402,-0.03704416818576828,-0.03704416818576828,0.0013722703965754867,-0.030936800219648904,-0.030936800219648904,9.570856078304685e-4,-0.409356725146191,-0.409356725146191,0.16757292842241414,-0.5
