method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0.5,0.11446505026170078,0.5960662534990213,0.09606625349902131,0.009228725061338225,0.5958042138179397,0.09580421381793969,0.009178447385273505,1.1169590643274858,0.6169590643274858,0.3806384870558468,0.5
