method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivpois,0,-0.1376594389088021,-0.11544176480067003,-0.11544176480067003,0.01332680106029322,-0.12661024458870382,-0.12661024458870382,0.016030154034811405,0.02923976608187034,0.02923976608187034,8.549639205224952e-4,0.5
