date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_touches,home_pressures,home_tackles,home_interceptions,home_blocks,home_shot_creating_actions,home_goal_creating_actions,home_passes_attempted,home_passes_completed,home_carries,home_passing_progressive_dist,home_carry_progressive_dist,home_dribble_attempts,home_dribble_success,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_touches,away_pressures,away_tackles,away_interceptions,away_blocks,away_shot_creating_actions,away_goal_creating_actions,away_passes_attempted,away_passes_completed,away_carries,away_passing_progressive_dist,away_carry_progressive_dist,away_dribble_attempts,away_dribble_success,away_fouls_committed,season
2018-08-18,Leicester City,Wolves,2,0,0.2,1.2,32043,Mike Dean,https://fbref.com/en/matches/8088d605/Leicester-City-Wolverhampton-Wanderers-August-18-2018-Premier-League,0,0,2,1,6,2,537,266,20,13,19,10,4,415,320,376,2198,1270,21,12,11,0,0,1,0,11,2,657,157,13,9,8,20,0,564,450,478,2740,1650,18,9,8,2018-2019
2018-08-18,West Ham,Bournemouth,1,2,1.2,1.6,56888,Stuart Attwell,https://fbref.com/en/matches/19d6b566/West-Ham-United-Bournemouth-August-18-2018-Premier-League,1,1,6,0,10,4,610,134,13,8,18,21,2,525,411,450,2615,1197,12,9,14,0,0,2,0,12,6,460,153,10,7,23,22,4,352,254,284,2306,923,18,14,11,2018-2019
2018-08-18,Tottenham,Fulham,3,1,2.9,1.3,58297,Anthony Taylor,https://fbref.com/en/matches/aa8f0365/Tottenham-Hotspur-Fulham-August-18-2018-Premier-League,0,0,0,0,25,12,762,154,14,11,10,28,4,671,576,599,3915,1320,8,5,9,0,0,0,0,10,3,576,143,10,9,11,19,2,455,368,371,2429,896,12,7,5,2018-2019
2018-08-18,Chelsea,Arsenal,3,2,2.3,2,40491,Martin Atkinson,https://fbref.com/en/matches/9b69882c/Chelsea-Arsenal-August-18-2018-Premier-League,0,0,0,0,23,11,826,139,13,8,12,37,6,732,639,652,3155,1784,16,12,12,0,0,2,0,16,6,547,152,12,11,16,30,3,447,351,380,2304,956,11,7,9,2018-2019
2018-08-19,Burnley,Watford,1,3,0.4,1.6,18822,Paul Tierney,https://fbref.com/en/matches/5f6c378d/Burnley-Watford-August-19-2018-Premier-League,0,0,1,0,8,3,614,149,15,5,15,11,1,519,367,395,2761,1112,12,4,8,0,0,2,0,10,6,490,160,12,11,16,16,4,395,255,280,2110,927,12,8,19,2018-2019
2018-08-19,Manchester City,Huddersfield,6,1,3.3,0.8,54021,Andre Marriner,https://fbref.com/en/matches/64ee90d5/Manchester-City-Huddersfield-Town-August-19-2018-Premier-League,0,0,0,0,35,13,912,115,4,4,20,59,8,798,722,720,4083,1699,26,18,9,0,0,2,0,7,1,339,270,16,7,27,9,2,230,142,154,1320,413,5,5,4,2018-2019
2018-08-19,Brighton,Manchester Utd,3,2,1.8,1.4,30592,Kevin Friend,https://fbref.com/en/matches/620ebbfd/Brighton--Hove-Albion-Manchester-United-August-19-2018-Premier-League,1,1,1,0,6,2,412,303,24,9,21,11,5,315,205,245,1779,624,10,6,17,1,1,1,0,9,2,716,140,11,5,11,13,3,624,517,527,3503,1104,28,13,14,2018-2019
2018-08-20,Crystal Palace,Liverpool,0,2,0.5,2.5,25750,Michael Oliver,https://fbref.com/en/matches/24e4536f/Crystal-Palace-Liverpool-August-20-2018-Premier-League,0,0,1,1,9,2,507,202,19,11,22,15,0,389,302,357,2372,888,33,27,6,1,1,1,0,17,5,766,147,18,11,15,28,4,650,562,581,3605,1486,28,17,13,2018-2019
2018-08-25,Wolves,Manchester City,1,1,1,1.9,31322,Martin Atkinson,https://fbref.com/en/matches/a25a3f33/Wolverhampton-Wanderers-Manchester-City-August-25-2018-Premier-League,0,0,1,0,12,2,386,164,16,9,21,16,2,263,175,203,1442,658,11,6,13,0,0,2,0,20,6,780,172,9,7,11,32,2,677,584,602,3179,1873,19,14,8,2018-2019
2018-08-25,Arsenal,West Ham,3,1,1.7,1.5,59830,Graham Scott,https://fbref.com/en/matches/0014076a/Arsenal-West-Ham-United-August-25-2018-Premier-League,0,0,1,0,18,10,686,172,11,6,18,32,6,580,473,512,3193,1700,14,9,16,0,0,3,0,13,6,493,157,9,16,20,17,2,385,276,315,2008,1294,21,15,13,2018-2019
2018-08-25,Bournemouth,Everton,2,2,2.7,0.5,10654,Lee Probert,https://fbref.com/en/matches/b9a56747/Bournemouth-Everton-August-25-2018-Premier-League,1,1,0,1,17,5,520,221,9,9,13,23,3,431,326,355,2645,1124,8,2,12,0,0,3,1,11,3,538,99,17,12,15,19,4,427,333,369,2380,960,12,11,10,2018-2019
2018-08-25,Huddersfield,Cardiff City,0,0,0.3,1.3,21193,Michael Oliver,https://fbref.com/en/matches/846881a8/Huddersfield-Town-Cardiff-City-August-25-2018-Premier-League,0,0,0,1,5,1,556,156,13,6,21,5,0,457,321,342,2765,926,5,4,8,0,0,1,0,14,4,458,140,15,16,15,20,0,349,219,240,2245,726,8,3,11,2018-2019
2018-08-25,Southampton,Leicester City,1,2,0.6,0.6,29925,Jonathan Moss,https://fbref.com/en/matches/4e5f55cb/Southampton-Leicester-City-August-25-2018-Premier-League,0,0,2,1,13,5,568,155,12,13,8,21,2,476,381,400,2550,1022,18,13,13,0,0,1,0,8,5,555,121,14,5,15,9,2,435,351,352,2069,931,7,3,11,2018-2019
2018-08-25,Liverpool,Brighton,1,0,1.5,0.4,53294,Chris Kavanagh,https://fbref.com/en/matches/db5e61cc/Liverpool-Brighton--Hove-Albion-August-25-2018-Premier-League,0,0,1,0,22,7,891,103,15,10,11,39,2,785,669,703,3742,1576,13,9,8,0,0,1,0,7,2,491,143,14,28,26,11,0,368,258,282,1763,665,7,2,14,2018-2019
2018-08-26,Watford,Crystal Palace,2,1,1,1.4,20014,Anthony Taylor,https://fbref.com/en/matches/6ad36993/Watford-Crystal-Palace-August-26-2018-Premier-League,0,0,4,0,14,5,486,149,22,15,14,23,4,375,251,303,2055,866,16,12,14,0,0,2,0,9,3,603,131,18,5,20,17,2,481,352,379,2949,901,10,4,11,2018-2019
2018-08-26,Fulham,Burnley,4,2,2,1.5,23438,David Coote,https://fbref.com/en/matches/55af3b90/Fulham-Burnley-August-26-2018-Premier-League,0,0,2,0,25,12,706,93,8,3,17,42,7,602,499,519,3360,1383,16,5,11,0,0,1,0,12,2,440,112,17,10,11,19,3,356,243,265,2642,644,6,4,8,2018-2019
2018-08-26,Newcastle Utd,Chelsea,1,2,0.3,1.5,51791,Paul Tierney,https://fbref.com/en/matches/e8521900/Newcastle-United-Chelsea-August-26-2018-Premier-League,0,0,3,0,6,2,344,347,13,15,19,7,1,236,156,183,1532,580,8,4,16,1,1,1,0,16,3,1023,110,10,4,10,28,3,931,830,860,3309,1895,12,11,8,2018-2019
2018-08-27,Manchester Utd,Tottenham,0,3,2.9,1.3,74400,Craig Pawson,https://fbref.com/en/matches/4bda33db/Manchester-United-Tottenham-Hotspur-August-27-2018-Premier-League,0,0,2,0,23,5,646,238,15,9,16,39,0,527,403,441,3260,1111,11,6,11,0,0,3,0,9,5,511,183,19,23,24,17,6,387,268,319,1926,745,13,10,16,2018-2019
2018-09-01,Leicester City,Liverpool,1,2,1,1,32149,Paul Tierney,https://fbref.com/en/matches/265bb7a5/Leicester-City-Liverpool-September-1-2018-Premier-League,0,0,3,0,12,5,643,184,25,6,11,21,1,548,425,471,2545,1131,18,14,9,0,0,2,0,10,4,612,232,16,10,13,16,3,492,385,435,2265,1017,19,10,12,2018-2019
2018-09-01,Crystal Palace,Southampton,0,2,1.9,2.5,25495,Martin Atkinson,https://fbref.com/en/matches/2909fa0b/Crystal-Palace-Southampton-September-1-2018-Premier-League,0,0,1,0,19,6,588,136,9,12,23,32,0,476,363,395,3200,1044,7,5,11,0,1,1,0,18,5,580,172,13,9,19,27,4,474,356,394,2561,1063,8,4,12,2018-2019
2018-09-01,Everton,Huddersfield,1,1,0.8,0.7,38767,Stuart Attwell,https://fbref.com/en/matches/a3a1e07f/Everton-Huddersfield-Town-September-1-2018-Premier-League,0,0,3,0,10,1,617,169,17,9,17,14,2,493,396,436,2753,1212,19,9,13,0,0,3,0,9,6,470,113,25,17,20,10,0,366,249,289,2259,974,18,8,14,2018-2019
2018-09-01,West Ham,Wolves,0,1,1.2,1.5,56947,Chris Kavanagh,https://fbref.com/en/matches/c600b8ae/West-Ham-United-Wolverhampton-Wanderers-September-1-2018-Premier-League,0,0,2,0,14,4,581,188,20,10,12,21,0,471,365,414,2629,1346,20,16,11,0,0,1,0,16,6,639,108,18,12,22,22,2,512,422,414,2935,1618,19,14,11,2018-2019
2018-09-01,Brighton,Fulham,2,2,3.2,1.4,30526,Lee Probert,https://fbref.com/en/matches/51055c21/Brighton--Hove-Albion-Fulham-September-1-2018-Premier-League,1,2,3,0,14,3,502,240,14,19,11,21,1,411,308,338,2342,846,10,5,12,0,0,3,0,9,5,677,134,11,10,11,14,3,560,475,488,2910,1267,10,8,14,2018-2019
2018-09-01,Chelsea,Bournemouth,2,0,1.4,0.9,40178,Lee Mason,https://fbref.com/en/matches/95fc9c84/Chelsea-Bournemouth-September-1-2018-Premier-League,0,0,2,0,25,6,851,128,8,7,10,43,4,747,633,671,3412,1726,8,5,10,0,0,2,0,9,1,414,112,11,13,23,8,0,288,189,217,2123,543,8,2,7,2018-2019
2018-09-01,Manchester City,Newcastle Utd,2,1,2.4,0.5,53946,Kevin Friend,https://fbref.com/en/matches/f74a4680/Manchester-City-Newcastle-United-September-1-2018-Premier-League,0,0,0,0,23,7,912,102,11,6,9,35,3,811,716,712,3857,2449,23,11,5,0,0,0,0,3,2,349,194,17,17,23,3,2,236,146,158,1586,546,10,6,13,2018-2019
2018-09-02,Cardiff City,Arsenal,2,3,1.6,1.8,32316,Anthony Taylor,https://fbref.com/en/matches/c1503e09/Cardiff-City-Arsenal-September-2-2018-Premier-League,0,0,3,0,14,3,382,304,16,15,22,17,4,263,157,200,1597,423,14,8,12,0,0,4,0,17,11,765,110,10,11,12,24,5,655,546,583,3543,1064,14,8,14,2018-2019
2018-09-02,Burnley,Manchester Utd,0,2,0.8,3.7,21525,Jonathan Moss,https://fbref.com/en/matches/c2561ae7/Burnley-Manchester-United-September-2-2018-Premier-League,0,0,2,0,10,3,567,191,11,7,18,17,0,471,366,393,2404,1100,14,12,8,0,1,3,1,22,9,658,149,6,7,8,41,3,560,466,513,2909,1530,21,19,13,2018-2019
2018-09-02,Watford,Tottenham,2,1,0.6,0.6,20141,Andre Marriner,https://fbref.com/en/matches/882380f8/Watford-Tottenham-Hotspur-September-2-2018-Premier-League,0,0,2,0,6,3,451,143,18,21,29,9,3,305,202,231,1984,593,13,8,9,0,0,1,0,11,3,689,116,22,10,8,16,0,584,449,506,3336,1205,21,11,8,2018-2019
2018-09-15,Tottenham,Liverpool,1,2,0.7,2.4,80188,Michael Oliver,https://fbref.com/en/matches/83ca29de/Tottenham-Hotspur-Liverpool-September-15-2018-Premier-League,0,0,0,0,11,3,689,168,8,6,15,13,2,600,482,508,2738,1200,16,5,17,0,0,0,0,18,10,506,211,21,6,20,26,0,395,295,336,2494,979,13,9,16,2018-2019
2018-09-15,Newcastle Utd,Arsenal,1,2,0.3,0.7,52165,Lee Probert,https://fbref.com/en/matches/b53e182d/Newcastle-United-Arsenal-September-15-2018-Premier-League,0,0,0,0,4,2,461,174,12,10,17,7,2,371,243,265,2457,736,12,8,13,0,0,0,0,11,2,747,111,10,7,14,19,3,642,533,526,3192,1355,13,9,11,2018-2019
2018-09-15,Chelsea,Cardiff City,4,1,2.5,0.8,40499,Jonathan Moss,https://fbref.com/en/matches/f82c343c/Chelsea-Cardiff-City-September-15-2018-Premier-League,1,1,0,0,18,6,892,74,8,5,10,36,8,795,698,681,4011,2017,7,7,8,0,0,0,0,6,2,346,122,12,22,17,7,2,258,149,162,2011,398,6,4,10,2018-2019
2018-09-15,Huddersfield,Crystal Palace,0,1,0.9,1.1,23696,Lee Mason,https://fbref.com/en/matches/74198c9b/Huddersfield-Town-Crystal-Palace-September-15-2018-Premier-League,0,0,1,0,15,2,644,97,20,5,13,17,0,549,436,410,3408,1116,20,13,11,0,0,2,0,8,2,506,156,13,10,13,15,2,399,308,337,2630,894,27,17,17,2018-2019
2018-09-15,Bournemouth,Leicester City,4,2,1.7,2.1,10543,Craig Pawson,https://fbref.com/en/matches/ed9bdfa8/Bournemouth-Leicester-City-September-15-2018-Premier-League,1,1,3,0,8,4,515,119,10,5,20,11,5,407,288,314,2650,681,6,4,13,1,1,3,1,14,7,556,95,17,14,20,21,4,462,333,361,2765,1134,7,6,15,2018-2019
2018-09-15,Manchester City,Fulham,3,0,4.5,0.4,53307,Stuart Attwell,https://fbref.com/en/matches/2e19378a/Manchester-City-Fulham-September-15-2018-Premier-League,0,0,0,0,27,9,880,134,13,12,9,44,4,777,694,697,4298,1683,10,9,7,0,0,0,0,9,3,527,63,10,13,22,12,0,428,335,359,2367,858,10,5,7,2018-2019
2018-09-15,Watford,Manchester Utd,1,2,1.1,1.3,20537,Mike Dean,https://fbref.com/en/matches/b05c0b05/Watford-Manchester-United-September-15-2018-Premier-League,0,0,2,0,14,5,546,173,22,9,14,22,2,444,318,345,2251,1115,11,7,9,0,0,2,1,9,6,674,81,9,10,17,15,4,567,447,472,3275,1208,11,4,11,2018-2019
2018-09-16,Wolves,Burnley,1,0,3.1,0.3,30406,Andre Marriner,https://fbref.com/en/matches/50f2128e/Wolverhampton-Wanderers-Burnley-September-16-2018-Premier-League,0,0,2,0,30,7,714,92,9,10,6,44,2,615,498,521,3610,1471,7,7,10,0,0,4,0,9,2,531,125,12,12,24,14,0,415,309,333,2560,838,10,6,9,2018-2019
2018-09-16,Everton,West Ham,1,3,1.4,1.5,39161,Martin Atkinson,https://fbref.com/en/matches/d7a7d583/Everton-West-Ham-United-September-16-2018-Premier-League,0,0,2,0,17,4,625,186,22,9,13,21,2,526,396,440,3141,1500,25,17,15,0,0,5,0,9,4,552,126,17,15,15,15,5,420,311,347,2641,997,23,14,12,2018-2019
2018-09-17,Southampton,Brighton,2,2,1.7,2,28811,Anthony Taylor,https://fbref.com/en/matches/7f31aba2/Southampton-Brighton--Hove-Albion-September-17-2018-Premier-League,1,1,2,0,13,3,614,130,10,22,19,20,2,508,386,428,2445,1144,12,11,10,1,1,3,0,12,3,592,101,13,14,12,23,4,495,361,393,2879,833,11,7,14,2018-2019
2018-09-22,Fulham,Watford,1,1,1.6,1.7,23418,Martin Atkinson,https://fbref.com/en/matches/cf44aa9f/Fulham-Watford-September-22-2018-Premier-League,0,0,2,0,14,3,691,134,13,13,16,23,2,587,436,419,3393,1224,16,12,11,0,0,1,0,12,6,494,160,16,17,21,14,2,392,236,266,2727,624,5,4,9,2018-2019
2018-09-22,Liverpool,Southampton,3,0,2.4,0.3,50965,Paul Tierney,https://fbref.com/en/matches/65050401/Liverpool-Southampton-September-22-2018-Premier-League,0,0,0,0,14,3,873,104,12,8,10,18,5,787,673,731,4011,1675,24,12,7,0,0,2,0,6,1,611,325,20,16,15,8,0,515,399,371,2763,972,10,7,10,2018-2019
2018-09-22,Crystal Palace,Newcastle Utd,0,0,1.5,0.5,25679,Andre Marriner,https://fbref.com/en/matches/0cfd5c85/Crystal-Palace-Newcastle-United-September-22-2018-Premier-League,0,0,1,0,16,4,677,154,29,8,18,19,0,546,416,463,3123,1346,21,15,10,0,0,1,0,6,3,516,224,34,17,28,10,0,366,244,261,2493,596,20,4,11,2018-2019
2018-09-22,Cardiff City,Manchester City,0,5,0.1,2.4,32321,Michael Oliver,https://fbref.com/en/matches/41dde04a/Cardiff-City-Manchester-City-September-22-2018-Premier-League,0,0,1,0,2,2,335,209,12,14,13,3,0,250,162,179,1560,358,8,4,6,0,0,1,0,21,10,930,109,11,11,4,34,8,859,763,771,3628,2276,13,10,4,2018-2019
2018-09-22,Manchester Utd,Wolves,1,1,0.8,0.8,74489,Kevin Friend,https://fbref.com/en/matches/939e3a15/Manchester-United-Wolverhampton-Wanderers-September-22-2018-Premier-League,0,0,1,0,17,6,819,165,15,5,8,26,1,722,605,561,3745,1419,10,10,6,0,0,1,0,12,8,527,146,10,19,20,18,2,412,310,342,2538,1157,8,6,17,2018-2019
2018-09-22,Leicester City,Huddersfield,3,1,1.4,0.7,31676,David Coote,https://fbref.com/en/matches/b16f9070/Leicester-City-Huddersfield-Town-September-22-2018-Premier-League,0,0,2,0,18,8,745,128,25,10,15,30,4,637,533,559,3335,1326,15,8,10,0,0,1,0,9,2,499,227,15,11,12,10,2,398,283,321,1955,904,12,5,16,2018-2019
2018-09-22,Burnley,Bournemouth,4,0,1.8,1.2,18636,Anthony Taylor,https://fbref.com/en/matches/7685b966/Burnley-Bournemouth-September-22-2018-Premier-League,0,0,2,0,13,5,515,136,17,16,26,18,6,398,271,290,2469,687,3,1,17,0,0,0,0,19,5,764,206,6,8,11,29,0,650,516,544,3302,1252,21,14,6,2018-2019
2018-09-22,Brighton,Tottenham,1,2,0.8,2.1,30531,Chris Kavanagh,https://fbref.com/en/matches/6fe3c413/Brighton--Hove-Albion-Tottenham-Hotspur-September-22-2018-Premier-League,0,0,2,0,8,4,380,225,16,13,16,10,1,290,199,223,2263,583,9,4,15,1,1,1,0,16,6,779,100,17,13,9,31,3,689,603,606,3438,1353,18,10,9,2018-2019
2018-09-23,West Ham,Chelsea,0,0,0.8,1.6,56875,Mike Dean,https://fbref.com/en/matches/c09e4868/West-Ham-United-Chelsea-September-23-2018-Premier-League,0,0,2,0,6,1,461,199,18,14,20,10,0,350,240,276,1904,807,11,9,11,0,0,1,0,16,6,885,158,9,7,11,27,0,816,688,719,4222,1859,18,10,9,2018-2019
2018-09-23,Arsenal,Everton,2,0,0.9,1,59964,Jonathan Moss,https://fbref.com/en/matches/a1fb6176/Arsenal-Everton-September-23-2018-Premier-League,0,0,2,0,9,5,730,143,16,8,13,15,4,612,505,507,3345,1215,13,6,17,0,0,1,0,11,6,510,173,17,17,13,21,0,382,276,304,2399,854,22,10,12,2018-2019
2018-09-29,West Ham,Manchester Utd,3,1,1.1,0.5,56938,Michael Oliver,https://fbref.com/en/matches/f6e0fe6b/West-Ham-United-Manchester-United-September-29-2018-Premier-League,0,0,0,0,8,3,585,153,25,9,14,15,5,491,389,428,2306,1147,6,3,12,0,0,1,0,9,4,614,126,12,9,14,17,1,522,422,427,2981,1341,15,7,12,2018-2019
2018-09-29,Everton,Fulham,3,0,2.2,0.7,38788,Roger East,https://fbref.com/en/matches/1e6da91a/Everton-Fulham-September-29-2018-Premier-League,0,1,0,0,18,6,574,182,22,20,10,31,4,473,362,402,2856,1109,16,12,14,0,0,3,0,6,0,559,110,22,15,20,12,0,442,345,321,2564,972,13,9,13,2018-2019
2018-09-29,Arsenal,Watford,2,0,1.4,1.9,60019,Anthony Taylor,https://fbref.com/en/matches/d51c2069/Arsenal-Watford-September-29-2018-Premier-League,0,0,2,0,9,2,697,165,15,6,16,14,3,591,467,492,3026,1247,12,7,11,0,0,2,0,13,4,465,155,18,16,17,21,0,348,232,275,2291,898,18,8,18,2018-2019
2018-09-29,Huddersfield,Tottenham,0,2,0.4,2,23885,Craig Pawson,https://fbref.com/en/matches/de08a7f1/Huddersfield-Town-Tottenham-Hotspur-September-29-2018-Premier-League,0,0,2,0,9,5,593,143,25,16,12,14,0,476,338,366,2858,736,10,6,17,1,1,2,0,9,5,564,125,21,14,15,17,4,424,305,345,2365,911,13,7,16,2018-2019
2018-09-29,Newcastle Utd,Leicester City,0,2,0.3,1.4,51523,Simon Hooper,https://fbref.com/en/matches/0fe30564/Newcastle-United-Leicester-City-September-29-2018-Premier-League,0,0,0,0,6,1,546,184,28,12,14,7,0,424,301,339,2463,804,24,14,11,1,1,0,0,10,4,715,72,22,11,18,12,2,599,464,455,3400,949,16,10,5,2018-2019
2018-09-29,Manchester City,Brighton,2,0,2.7,0.4,54152,Lee Mason,https://fbref.com/en/matches/d64da66e/Manchester-City-Brighton--Hove-Albion-September-29-2018-Premier-League,0,0,0,0,28,8,997,86,18,12,7,45,4,900,814,810,3721,2768,17,10,4,0,0,3,0,4,1,346,289,16,10,18,8,0,243,155,178,1483,655,10,1,10,2018-2019
2018-09-29,Wolves,Southampton,2,0,1.2,1.1,31147,Stuart Attwell,https://fbref.com/en/matches/85cb9e4e/Wolverhampton-Wanderers-Southampton-September-29-2018-Premier-League,0,0,3,0,13,6,595,107,15,10,22,20,3,486,385,401,2868,1459,17,9,11,0,0,1,0,17,6,602,127,28,14,11,24,0,499,386,421,2530,1286,17,12,8,2018-2019
2018-09-29,Chelsea,Liverpool,1,1,1.5,1.3,40625,Andre Marriner,https://fbref.com/en/matches/83743ea9/Chelsea-Liverpool-September-29-2018-Premier-League,0,0,0,0,10,4,686,164,16,12,23,15,2,577,470,478,3369,865,9,4,7,0,0,2,0,13,4,769,279,14,11,13,21,2,674,553,584,3440,1036,10,6,9,2018-2019
2018-09-30,Cardiff City,Burnley,1,2,1.3,0.3,30411,Martin Atkinson,https://fbref.com/en/matches/a9b46822/Cardiff-City-Burnley-September-30-2018-Premier-League,0,0,1,0,19,4,491,146,9,10,12,21,2,402,229,225,2644,552,11,9,11,0,0,3,0,4,2,457,91,12,10,17,8,4,335,191,209,1687,499,9,2,15,2018-2019
2018-10-01,Bournemouth,Crystal Palace,2,1,1.8,0.5,10199,Mike Dean,https://fbref.com/en/matches/82f2e66c/Bournemouth-Crystal-Palace-October-1-2018-Premier-League,1,1,3,0,9,4,580,185,15,9,9,19,4,467,369,398,2783,1097,16,9,9,0,0,4,0,11,2,672,251,20,13,17,19,2,568,465,501,2959,1378,13,9,12,2018-2019
2018-10-05,Brighton,West Ham,1,0,1.1,1.2,30544,Kevin Friend,https://fbref.com/en/matches/cf0741b9/Brighton--Hove-Albion-West-Ham-United-October-5-2018-Premier-League,0,0,3,0,10,5,444,218,18,13,22,15,2,323,215,224,2175,719,22,16,12,0,0,2,0,17,3,668,125,8,8,13,28,0,583,466,417,3119,1393,21,14,8,2018-2019
2018-10-06,Crystal Palace,Wolves,0,1,0.9,0.9,25715,Michael Oliver,https://fbref.com/en/matches/e4ee9373/Crystal-Palace-Wolverhampton-Wanderers-October-6-2018-Premier-League,0,0,3,0,12,5,800,51,21,10,15,22,0,695,569,582,3469,1627,18,13,11,0,0,4,0,7,2,478,95,18,18,16,10,2,368,243,269,2124,1017,8,4,13,2018-2019
