date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_touches,home_pressures,home_tackles,home_interceptions,home_blocks,home_shot_creating_actions,home_goal_creating_actions,home_passes_attempted,home_passes_completed,home_carries,home_passing_progressive_dist,home_carry_progressive_dist,home_dribble_attempts,home_dribble_success,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_touches,away_pressures,away_tackles,away_interceptions,away_blocks,away_shot_creating_actions,away_goal_creating_actions,away_passes_attempted,away_passes_completed,away_carries,away_passing_progressive_dist,away_carry_progressive_dist,away_dribble_attempts,away_dribble_success,away_fouls_committed,season
2019-08-09,Liverpool,Norwich City,4,1,1.7,1,53333,Michael Oliver,https://fbref.com/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League,0,0,0,0,15,7,633,158,24,11,15,23,7,521,409,434,2649,1406,14,10,9,0,0,2,0,13,6,537,172,17,10,17,22,2,395,304,323,2117,815,10,3,9,2019-2020
2019-08-10,West Ham,Manchester City,0,5,0.8,3.1,59870,Mike Dean,https://fbref.com/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,0,0,2,0,5,3,531,233,18,4,15,9,0,428,347,372,2347,757,20,8,6,1,1,2,0,13,8,678,177,26,5,8,25,9,564,495,429,2945,1858,21,12,13,2019-2020
2019-08-10,Burnley,Southampton,3,0,0.7,0.8,19784,Graham Scott,https://fbref.com/en/matches/34b99058/Burnley-Southampton-August-10-2019-Premier-League,0,0,0,0,9,4,500,143,22,9,16,12,5,346,214,246,2122,637,23,17,6,0,0,0,0,12,3,557,202,11,6,12,12,0,412,283,285,2017,934,20,9,12,2019-2020
2019-08-10,Watford,Brighton,0,3,0.9,0.7,20245,Craig Pawson,https://fbref.com/en/matches/38111659/Watford-Brighton-and-Hove-Albion-August-10-2019-Premier-League,0,0,0,0,11,3,561,251,12,7,21,15,0,455,354,383,2337,1032,18,12,15,0,0,1,0,4,3,594,145,17,13,17,9,5,464,369,368,2462,901,11,8,11,2019-2020
2019-08-10,Bournemouth,Sheffield Utd,1,1,1,1,10714,Kevin Friend,https://fbref.com/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League,0,0,2,0,13,3,628,165,16,4,10,15,1,529,409,436,2275,1201,14,7,10,0,0,1,0,8,3,593,190,17,15,18,12,1,477,367,309,2065,750,11,6,19,2019-2020
2019-08-10,Crystal Palace,Everton,0,0,0.7,1,25151,Jonathan Moss,https://fbref.com/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League,0,0,2,0,7,2,439,119,28,10,27,10,0,300,182,225,1750,747,14,6,16,0,0,3,1,10,2,703,136,17,8,17,13,0,560,443,437,2951,1181,17,7,14,2019-2020
2019-08-10,Tottenham,Aston Villa,3,1,2.4,0.6,60407,Chris Kavanagh,https://fbref.com/en/matches/404ee5d3/Tottenham-Hotspur-Aston-Villa-August-10-2019-Premier-League,0,0,1,0,30,7,742,145,15,3,6,47,4,639,552,607,2726,2430,25,13,13,0,0,0,0,7,4,417,153,25,8,27,10,2,277,212,247,1729,861,9,7,9,2019-2020
2019-08-11,Newcastle Utd,Arsenal,0,1,0.5,1,47635,Martin Atkinson,https://fbref.com/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,0,0,1,0,10,2,538,254,26,15,15,15,0,411,313,310,2691,1000,15,10,12,0,0,3,0,7,2,779,237,12,6,9,14,2,655,560,608,3396,1691,17,11,7,2019-2020
2019-08-11,Leicester City,Wolves,0,0,0.6,0.6,32015,Andre Marriner,https://fbref.com/en/matches/bf4afd61/Leicester-City-Wolverhampton-Wanderers-August-11-2019-Premier-League,0,0,0,0,17,1,841,175,28,8,11,21,0,706,589,621,3079,1889,39,24,3,0,0,2,0,7,2,474,149,25,10,29,12,0,324,224,232,2040,852,31,19,13,2019-2020
2019-08-11,Manchester Utd,Chelsea,4,0,2.3,0.8,73620,Anthony Taylor,https://fbref.com/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League,1,1,3,0,10,4,614,230,22,8,16,19,7,478,393,444,2378,1297,27,16,15,0,0,4,0,18,7,681,213,20,8,22,29,0,564,470,499,2338,1358,24,14,13,2019-2020
