true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.6494006868008854,0.6219081183764751,-0.02749256842441028,7.558413185708811e-4,1.1374269005848028,0.4880262137839174,0.23816958534026586
