true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.5627234817889093,0.57788822042538035,0.015164738636471053,2.2996929791247795e-4,1.3684210526315748,0.8056975708426655,0.649148575661772
