true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.5807471975545377,0.6164412185698843,0.03569402101534658,0.001274063136244003,0.4766081871345021,-0.10413901042003565,0.010844933491264294
