true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.0742754625981068,0.07323894856491152,-0.0010365140331952821,1.0743613410107504e-6,-0.4561403508771861,-0.5304158134752929,0.2813409351846567
