true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.5510301010025619,0.6205034377408227,0.06947333673826084,0.004826544517547783,0.02631578947367075,-0.5247143115288911,0.27532510872323823
