date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,season
2019-08-17,Santander,Málaga,0,1,NA,NA,12516,Aitor Gorostegui,https://fbref.com/en/matches/2921f1d6/Santander-Malaga-August-17-2019-Segunda-Division,0,0,3,1,12,2,6,7,14,0,0,2,0,5,4,8,9,14,2019-2020
2019-08-17,Lugo,Extremadura,0,0,NA,NA,2841,Víctor Areces,https://fbref.com/en/matches/cec6d660/Lugo-Extremadura-August-17-2019-Segunda-Division,0,0,1,0,10,3,9,9,11,0,0,1,0,13,3,10,13,15,2019-2020
2019-08-17,Almería,Albacete,3,0,NA,NA,7395,Saúl Ais,https://fbref.com/en/matches/459ae819/Almeria-Albacete-August-17-2019-Segunda-Division,1,1,1,0,13,5,11,9,20,0,0,1,0,2,0,15,8,19,2019-2020
2019-08-17,Elche,Fuenlabrada,0,2,NA,NA,9128,Jon González,https://fbref.com/en/matches/ff2be612/Elche-Fuenlabrada-August-17-2019-Segunda-Division,0,0,2,0,5,1,10,3,14,1,1,3,0,10,4,11,7,26,2019-2020
2019-08-17,Rayo Vallecano,CD Mirandés,2,2,NA,NA,5876,Juan Pulido,https://fbref.com/en/matches/9b9d2ad0/Rayo-Vallecano-CD-Mirandes-August-17-2019-Segunda-Division,2,2,0,1,16,6,8,8,11,0,0,4,1,11,3,8,6,11,2019-2020
2019-08-17,Zaragoza,Tenerife,2,0,NA,NA,17415,Dámaso Arcediano,https://fbref.com/en/matches/2afa9386/Zaragoza-Tenerife-August-17-2019-Segunda-Division,1,1,1,0,15,8,13,6,16,0,0,3,1,16,5,12,7,18,2019-2020
2019-08-18,Numancia,Alcorcón,0,1,NA,NA,3124,Alejandro Muñíz,https://fbref.com/en/matches/89613b7e/Numancia-Alcorcon-August-18-2019-Segunda-Division,0,1,2,0,7,1,1,8,19,0,0,6,0,12,6,10,4,19,2019-2020
2019-08-18,La Coruña,Oviedo,3,2,NA,NA,20474,Daniel Ocón,https://fbref.com/en/matches/cba7605c/Deportivo-La-Coruna-Oviedo-August-18-2019-Segunda-Division,0,0,0,0,12,5,8,11,13,0,0,3,0,15,4,10,10,19,2019-2020
2019-08-18,Girona,Sporting Gijón,1,1,NA,NA,8183,Daniel Trujillo,https://fbref.com/en/matches/82900f4b/Girona-Sporting-Gijon-August-18-2019-Segunda-Division,0,0,2,0,21,6,7,5,11,0,0,1,1,10,5,7,5,12,2019-2020
2019-08-18,Las Palmas,Huesca,0,1,NA,NA,10464,Jorge Figueroa,https://fbref.com/en/matches/d54175a0/Las-Palmas-Huesca-August-18-2019-Segunda-Division,0,0,3,0,9,1,10,15,14,0,0,3,0,9,6,17,14,19,2019-2020
2019-08-18,Cádiz,Ponferradina,3,1,NA,NA,15009,Álvaro Moreno,https://fbref.com/en/matches/23590a7d/Cadiz-Ponferradina-August-18-2019-Segunda-Division,0,0,1,0,11,3,13,13,18,0,0,2,1,6,2,6,8,17,2019-2020
2019-08-23,Albacete,Girona,1,0,NA,NA,8292,Santiago Varón,https://fbref.com/en/matches/5c8bc25d/Albacete-Girona-August-23-2019-Segunda-Division,0,0,3,0,6,1,13,6,16,0,0,2,0,12,1,7,6,16,2019-2020
2019-08-24,Oviedo,Lugo,1,1,NA,NA,11408,José López,https://fbref.com/en/matches/f5a78c51/Oviedo-Lugo-August-24-2019-Segunda-Division,0,0,2,1,13,5,16,7,12,0,0,5,1,24,9,11,14,13,2019-2020
2019-08-24,Santander,Almería,1,1,NA,NA,11402,Oliver De La Fuente,https://fbref.com/en/matches/7340a196/Santander-Almeria-August-24-2019-Segunda-Division,0,0,2,0,8,2,7,12,14,0,0,2,0,14,5,6,7,22,2019-2020
2019-08-24,CD Mirandés,Cádiz,1,2,NA,NA,2943,Iosu Galech,https://fbref.com/en/matches/cb1c3e73/CD-Mirandes-Cadiz-August-24-2019-Segunda-Division,0,0,4,1,9,1,6,10,13,1,1,1,0,14,5,9,9,15,2019-2020
2019-08-24,Alcorcón,Elche,1,2,NA,NA,1992,Luis Milla,https://fbref.com/en/matches/7d980fa8/Alcorcon-Elche-August-24-2019-Segunda-Division,0,0,5,1,20,7,4,8,18,0,0,1,0,4,3,10,4,21,2019-2020
2019-08-24,Málaga,Las Palmas,1,1,NA,NA,17612,Gorka Sagues,https://fbref.com/en/matches/64a21fee/Malaga-Las-Palmas-August-24-2019-Segunda-Division,1,1,1,0,13,3,13,12,15,0,0,4,0,12,2,9,13,14,2019-2020
2019-08-25,Ponferradina,Zaragoza,1,1,NA,NA,5670,Javier Villanueva,https://fbref.com/en/matches/8c81e040/Ponferradina-Zaragoza-August-25-2019-Segunda-Division,0,0,2,0,14,4,6,12,10,0,0,1,0,8,3,10,11,15,2019-2020
2019-08-25,Sporting Gijón,Rayo Vallecano,1,1,NA,NA,21893,Iñaki Bikandi,https://fbref.com/en/matches/ef9edc48/Sporting-Gijon-Rayo-Vallecano-August-25-2019-Segunda-Division,0,0,5,1,3,2,13,3,21,0,0,5,1,20,4,6,8,18,2019-2020
2019-08-25,Huesca,La Coruña,3,1,NA,NA,5984,Isidro Díaz de Mera,https://fbref.com/en/matches/cfe45826/Huesca-Deportivo-La-Coruna-August-25-2019-Segunda-Division,0,0,1,0,10,6,9,18,14,0,0,2,0,8,1,13,6,20,2019-2020
2019-08-25,Tenerife,Numancia,3,2,NA,NA,10550,Miguel Ángel Ortiz Arias,https://fbref.com/en/matches/e80a5662/Tenerife-Numancia-August-25-2019-Segunda-Division,1,1,3,0,10,4,11,11,15,0,0,0,0,11,5,8,17,8,2019-2020
2019-08-25,Extremadura,Fuenlabrada,1,2,NA,NA,6409,Rubén Ávalos,https://fbref.com/en/matches/971a56b2/Extremadura-Fuenlabrada-August-25-2019-Segunda-Division,0,0,1,0,13,4,7,9,10,1,1,4,0,15,6,8,7,12,2019-2020
2019-08-30,Zaragoza,Elche,1,0,NA,NA,22767,Víctor Areces,https://fbref.com/en/matches/187b2888/Zaragoza-Elche-August-30-2019-Segunda-Division,1,1,4,0,19,5,8,3,15,0,0,1,0,3,1,7,3,12,2019-2020
2019-08-31,Numancia,CD Mirandés,2,0,NA,NA,3073,Jorge Figueroa,https://fbref.com/en/matches/b93aad2f/Numancia-CD-Mirandes-August-31-2019-Segunda-Division,0,0,2,0,16,5,8,11,15,0,0,0,0,10,2,10,6,13,2019-2020
2019-08-31,Fuenlabrada,Oviedo,2,1,NA,NA,5320,Alejandro Muñíz,https://fbref.com/en/matches/ca743dd5/Fuenlabrada-Oviedo-August-31-2019-Segunda-Division,0,0,0,0,13,5,9,9,20,0,0,1,1,9,5,10,11,12,2019-2020
2019-08-31,Almería,Huesca,1,0,NA,NA,9542,Dámaso Arcediano,https://fbref.com/en/matches/5e82dc72/Almeria-Huesca-August-31-2019-Segunda-Division,0,1,2,0,11,5,12,14,18,0,0,2,0,8,0,11,8,13,2019-2020
2019-08-31,Las Palmas,Santander,2,2,NA,NA,12839,Álvaro Moreno,https://fbref.com/en/matches/5c4d2643/Las-Palmas-Santander-August-31-2019-Segunda-Division,1,1,5,1,13,5,9,7,18,0,0,3,0,7,3,5,10,21,2019-2020
2019-09-01,Lugo,Alcorcón,2,4,NA,NA,3027,Jon González,https://fbref.com/en/matches/326b8602/Lugo-Alcorcon-September-1-2019-Segunda-Division,0,0,2,0,18,7,10,6,9,1,1,3,0,13,7,14,10,12,2019-2020
2019-09-01,Rayo Vallecano,La Coruña,3,1,NA,NA,8990,Daniel Trujillo,https://fbref.com/en/matches/7415a131/Rayo-Vallecano-Deportivo-La-Coruna-September-1-2019-Segunda-Division,0,0,1,0,8,4,14,6,18,0,0,1,0,8,3,15,10,9,2019-2020
2019-09-01,Sporting Gijón,Albacete,2,0,NA,NA,19590,Daniel Ocón,https://fbref.com/en/matches/36ff6047/Sporting-Gijon-Albacete-September-1-2019-Segunda-Division,0,0,2,0,14,5,7,10,26,0,0,3,0,8,2,8,10,19,2019-2020
2019-09-01,Girona,Málaga,1,0,NA,NA,8765,Juan Pulido,https://fbref.com/en/matches/3595b09f/Girona-Malaga-September-1-2019-Segunda-Division,0,0,3,0,9,2,9,9,16,0,0,3,0,10,1,8,7,13,2019-2020
2019-09-01,Ponferradina,Tenerife,4,0,NA,NA,5548,Saúl Ais,https://fbref.com/en/matches/4408ff3a/Ponferradina-Tenerife-September-1-2019-Segunda-Division,0,0,2,0,11,5,10,5,11,0,0,3,0,9,2,18,10,11,2019-2020
2019-09-01,Cádiz,Extremadura,2,1,NA,NA,15415,Aitor Gorostegui,https://fbref.com/en/matches/a1c3bd6e/Cadiz-Extremadura-September-1-2019-Segunda-Division,0,0,3,0,20,6,12,8,17,0,0,2,0,6,2,12,8,21,2019-2020
2019-09-06,Santander,Cádiz,1,2,NA,NA,10390,Javier Villanueva,https://fbref.com/en/matches/ef6e54e6/Santander-Cadiz-September-6-2019-Segunda-Division,0,1,3,1,16,5,12,5,16,1,1,4,0,13,5,15,12,19,2019-2020
2019-09-07,La Coruña,Albacete,0,1,NA,NA,15136,Luis Milla,https://fbref.com/en/matches/ba93b9c5/Deportivo-La-Coruna-Albacete-September-7-2019-Segunda-Division,0,0,1,0,19,7,12,8,14,1,1,5,1,11,1,13,8,17,2019-2020
