date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,season
2018-08-17,Cádiz,Almería,1,0,NA,NA,13582,Daniel Trujillo,https://fbref.com/en/matches/75f4720e/Cadiz-Almeria-August-17-2018-Segunda-Division,0,0,4,0,NA,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,2018-2019
2018-08-17,Albacete,La Coruña,1,1,NA,NA,5934,Valentín Pizarro,https://fbref.com/en/matches/c5bace8b/Albacete-Deportivo-La-Coruna-August-17-2018-Segunda-Division,1,1,2,0,NA,NA,NA,NA,NA,0,0,5,1,NA,NA,NA,NA,NA,2018-2019
2018-08-18,Elche,Granada,0,0,NA,NA,11025,Santiago Varón,https://fbref.com/en/matches/86c39257/Elche-Granada-August-18-2018-Segunda-Division,0,0,2,0,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,2018-2019
2018-08-18,Lugo,Málaga,1,2,NA,NA,3290,Víctor Areces,https://fbref.com/en/matches/b5165819/Lugo-Malaga-August-18-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-08-18,Alcorcón,Sporting Gijón,1,1,NA,NA,2483,Jorge Figueroa,https://fbref.com/en/matches/37a5a6b9/Alcorcon-Sporting-Gijon-August-18-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2018-2019
2018-08-18,Córdoba,Numancia,3,3,NA,NA,11685,Isidro Díaz de Mera,https://fbref.com/en/matches/bd448a27/Cordoba-Numancia-August-18-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-08-19,Mallorca,Osasuna,1,0,NA,NA,9450,Dámaso Arcediano,https://fbref.com/en/matches/f8e7764b/Mallorca-Osasuna-August-19-2018-Segunda-Division,1,1,5,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,2018-2019
2018-08-19,Oviedo,Extremadura,1,1,NA,NA,13315,Javier Villanueva,https://fbref.com/en/matches/8b642605/Oviedo-Extremadura-August-19-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,2018-2019
2018-08-19,Zaragoza,Majadahonda,2,1,NA,NA,18433,César Soto,https://fbref.com/en/matches/f4499373/Zaragoza-Majadahonda-August-19-2018-Segunda-Division,1,1,3,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,2018-2019
2018-08-19,Las Palmas,Reus,2,0,NA,NA,12408,Luis Milla,https://fbref.com/en/matches/9f14f027/Las-Palmas-Reus-August-19-2018-Segunda-Division,0,0,2,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-08-20,Gimnàstic,Tenerife,1,1,NA,NA,5483,Saúl Ais,https://fbref.com/en/matches/b91d474b/Gimnastic-Tenerife-August-20-2018-Segunda-Division,0,0,5,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-08-24,Extremadura,La Coruña,0,1,NA,NA,10827,Oliver De La Fuente,https://fbref.com/en/matches/4fa52d39/Extremadura-Deportivo-La-Coruna-August-24-2018-Segunda-Division,0,0,4,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-08-24,Málaga,Alcorcón,1,0,NA,NA,18626,Juan Pulido,https://fbref.com/en/matches/ac1057c8/Malaga-Alcorcon-August-24-2018-Segunda-Division,0,0,1,1,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,NA,2018-2019
2018-08-25,Reus,Zaragoza,0,0,NA,NA,6397,José López,https://fbref.com/en/matches/82fbd1b8/Reus-Zaragoza-August-25-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,2018-2019
2018-08-25,Numancia,Cádiz,1,1,NA,NA,3251,Iñaki Bikandi,https://fbref.com/en/matches/02b5eb8c/Numancia-Cadiz-August-25-2018-Segunda-Division,1,1,4,0,NA,NA,NA,NA,NA,0,0,3,1,NA,NA,NA,NA,NA,2018-2019
2018-08-25,Las Palmas,Albacete,1,1,NA,NA,12457,Rubén Ávalos,https://fbref.com/en/matches/c1d3dcc0/Las-Palmas-Albacete-August-25-2018-Segunda-Division,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-08-25,Córdoba,Oviedo,2,4,NA,NA,12754,Gorka Sagues,https://fbref.com/en/matches/873b5e7d/Cordoba-Oviedo-August-25-2018-Segunda-Division,0,1,3,0,NA,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,2018-2019
2018-08-26,Sporting Gijón,Gimnàstic,2,0,NA,NA,21586,David Pérez,https://fbref.com/en/matches/2a8c25c6/Sporting-Gijon-Gimnastic-August-26-2018-Segunda-Division,0,0,3,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,2018-2019
2018-08-26,Osasuna,Elche,1,1,NA,NA,14064,Daniel Ocón,https://fbref.com/en/matches/7b7edca7/Osasuna-Elche-August-26-2018-Segunda-Division,0,0,2,1,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,2018-2019
2018-08-26,Granada,Lugo,1,1,NA,NA,8307,Aitor Gorostegui,https://fbref.com/en/matches/47e9709d/Granada-Lugo-August-26-2018-Segunda-Division,0,0,3,0,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,2018-2019
2018-08-26,Almería,Tenerife,1,1,NA,NA,6737,Isidro Díaz de Mera,https://fbref.com/en/matches/af98f18b/Almeria-Tenerife-August-26-2018-Segunda-Division,0,0,4,1,NA,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,2018-2019
2018-08-27,Majadahonda,Mallorca,0,1,NA,NA,3424,Abraham Domínguez,https://fbref.com/en/matches/a6eb8c00/Majadahonda-Mallorca-August-27-2018-Segunda-Division,0,0,2,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,2018-2019
2018-08-31,Alcorcón,Mallorca,1,0,NA,NA,2428,Víctor Areces,https://fbref.com/en/matches/d4577479/Alcorcon-Mallorca-August-31-2018-Segunda-Division,0,0,3,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-09-01,Lugo,Numancia,3,2,NA,NA,2682,Luis Milla,https://fbref.com/en/matches/b23f2612/Lugo-Numancia-September-1-2018-Segunda-Division,0,0,4,0,NA,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,2018-2019
2018-09-01,Elche,Reus,0,2,NA,NA,10657,Javier Villanueva,https://fbref.com/en/matches/8e5c973c/Elche-Reus-September-1-2018-Segunda-Division,0,0,3,0,NA,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,2018-2019
2018-09-01,Zaragoza,Las Palmas,1,1,NA,NA,22292,Aitor Gorostegui,https://fbref.com/en/matches/d0b68d44/Zaragoza-Las-Palmas-September-1-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,2018-2019
2018-09-01,Cádiz,Oviedo,1,1,NA,NA,13888,Dámaso Arcediano,https://fbref.com/en/matches/2a8a75ae/Cadiz-Oviedo-September-1-2018-Segunda-Division,1,1,1,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-09-01,Tenerife,La Coruña,2,2,NA,NA,12139,Jorge Figueroa,https://fbref.com/en/matches/3a889fbd/Tenerife-Deportivo-La-Coruna-September-1-2018-Segunda-Division,0,0,3,0,NA,NA,NA,NA,NA,1,1,2,0,NA,NA,NA,NA,NA,2018-2019
2018-09-02,Gimnàstic,Majadahonda,0,1,NA,NA,4854,Santiago Varón,https://fbref.com/en/matches/f128c619/Gimnastic-Majadahonda-September-2-2018-Segunda-Division,0,0,4,1,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
2018-09-02,Sporting Gijón,Extremadura,2,0,NA,NA,20652,César Soto,https://fbref.com/en/matches/80a6be03/Sporting-Gijon-Extremadura-September-2-2018-Segunda-Division,1,1,0,0,NA,NA,NA,NA,NA,0,0,3,1,NA,NA,NA,NA,NA,2018-2019
2018-09-02,Albacete,Córdoba,3,0,NA,NA,7735,Álvaro Moreno,https://fbref.com/en/matches/d21352bc/Albacete-Cordoba-September-2-2018-Segunda-Division,2,2,5,0,NA,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,2018-2019
2018-09-02,Granada,Osasuna,2,0,NA,NA,8713,Daniel Trujillo,https://fbref.com/en/matches/648a56e1/Granada-Osasuna-September-2-2018-Segunda-Division,1,1,2,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,2018-2019
2018-09-03,Almería,Málaga,0,1,NA,NA,8955,Valentín Pizarro,https://fbref.com/en/matches/33c43e84/Almeria-Malaga-September-3-2018-Segunda-Division,0,0,1,0,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,2018-2019
