date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_touches,home_pressures,home_tackles,home_interceptions,home_blocks,home_shot_creating_actions,home_goal_creating_actions,home_passes_attempted,home_passes_completed,home_carries,home_passing_progressive_dist,home_carry_progressive_dist,home_dribble_attempts,home_dribble_success,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_touches,away_pressures,away_tackles,away_interceptions,away_blocks,away_shot_creating_actions,away_goal_creating_actions,away_passes_attempted,away_passes_completed,away_carries,away_passing_progressive_dist,away_carry_progressive_dist,away_dribble_attempts,away_dribble_success,away_fouls_committed,season
2019-08-30,Bologna,SPAL,1,0,2.8,0.7,25086,Marco Di Bello,https://fbref.com/en/matches/ba549b1e/Bologna-SPAL-August-30-2019-Serie-A,0,0,3,0,22,8,620,169,15,4,13,37,2,472,382,392,2559,1618,20,12,13,0,0,2,0,8,1,480,141,16,12,17,15,0,345,250,259,2133,868,14,9,15,2019-2020
2019-08-31,Milan,Brescia,1,0,1.6,0.7,56691,Rosario Abisso,https://fbref.com/en/matches/27c01148/Milan-Brescia-August-31-2019-Serie-A,0,0,3,0,16,4,698,157,20,9,12,27,2,576,492,452,3058,1266,26,15,14,0,0,4,0,6,1,474,181,26,3,18,9,0,346,246,236,1704,614,9,6,18,2019-2020
2019-08-31,Juventus,Napoli,4,3,1.4,1.4,39203,Daniele Orsato,https://fbref.com/en/matches/14afe9c6/Juventus-Napoli-August-31-2019-Serie-A,0,0,3,0,12,7,566,146,14,13,16,23,8,468,396,404,2241,1002,24,11,13,0,0,3,0,17,7,681,139,19,4,11,30,6,574,500,453,2549,1297,19,9,13,2019-2020
2019-09-01,Lazio,Roma,1,1,1.9,1.3,52000,Marco Guida,https://fbref.com/en/matches/5f3fe07d/Lazio-Roma-September-1-2019-Serie-A,0,0,4,0,22,7,527,189,18,3,10,35,2,414,346,329,2385,1684,16,7,15,1,1,3,0,10,0,527,118,14,6,7,17,2,417,338,335,2035,1453,26,16,13,2019-2020
2019-09-01,Atalanta,Torino,2,3,2,1.1,8182,Daniele Doveri,https://fbref.com/en/matches/e55b020e/Atalanta-Torino-September-1-2019-Serie-A,0,0,2,0,28,9,585,140,23,2,12,40,4,442,353,371,3300,1385,18,7,14,0,0,2,0,11,5,486,197,19,11,18,15,6,337,246,245,2310,890,32,21,17,2019-2020
2019-09-01,Cagliari,Inter,1,2,0.4,1.5,16412,Fabio Maresca,https://fbref.com/en/matches/5dba4b71/Cagliari-Internazionale-September-1-2019-Serie-A,0,0,5,0,8,2,536,138,13,6,15,14,2,445,361,400,2283,1328,24,15,13,1,1,3,0,8,4,712,98,14,12,13,17,4,628,545,427,3204,1380,19,13,10,2019-2020
2019-09-01,Lecce,Hellas Verona,0,1,1.3,1.4,24418,Juan Sacchi,https://fbref.com/en/matches/a9c723e3/Lecce-Hellas-Verona-September-1-2019-Serie-A,0,0,2,0,16,3,601,149,14,10,16,27,0,482,394,397,2408,1413,20,12,14,0,0,3,0,14,4,614,214,12,7,12,20,2,513,412,403,2683,1133,20,11,13,2019-2020
2019-09-01,Udinese,Parma,1,3,1.5,0.6,20410,Marco Piccinini,https://fbref.com/en/matches/2b67d770/Udinese-Parma-September-1-2019-Serie-A,0,0,1,0,21,10,635,132,15,10,10,33,0,522,435,432,3107,1648,27,19,12,0,0,3,0,8,3,609,217,18,5,17,13,5,487,399,409,2946,1323,14,10,12,2019-2020
2019-09-01,Genoa,Fiorentina,2,1,2.1,1.9,20000,Piero Giacomelli,https://fbref.com/en/matches/355e9742/Genoa-Fiorentina-September-1-2019-Serie-A,0,0,2,0,22,7,536,147,20,7,20,34,3,415,299,287,2528,965,17,10,17,1,1,0,0,18,4,570,135,12,9,20,30,1,416,323,373,2275,1473,33,22,14,2019-2020
2019-09-01,Sassuolo,Sampdoria,4,1,1.6,1.5,9608,Luca Pairetto,https://fbref.com/en/matches/1dea6b5e/Sassuolo-Sampdoria-September-1-2019-Serie-A,0,0,1,0,13,8,801,155,13,5,10,20,8,724,648,611,3149,1690,27,21,8,1,1,3,1,9,3,412,262,10,8,15,18,2,321,253,238,1836,674,12,9,10,2019-2020
2019-09-14,Fiorentina,Juventus,0,0,1.6,0.3,40000,Massimiliano Irrati,https://fbref.com/en/matches/79509455/Fiorentina-Juventus-September-14-2019-Serie-A,0,0,3,0,18,6,551,118,18,8,12,31,0,437,351,342,2448,1144,17,12,12,0,0,3,0,8,4,617,125,13,5,23,9,0,500,419,386,2527,1081,18,8,19,2019-2020
2019-09-14,Napoli,Sampdoria,2,0,1.3,1.5,40000,Federico La Penna,https://fbref.com/en/matches/a47ce106/Napoli-Sampdoria-September-14-2019-Serie-A,0,0,2,0,26,7,844,150,14,10,15,39,3,738,652,648,3505,1722,12,8,6,0,0,2,0,10,2,478,266,21,14,19,19,0,364,285,305,2111,1147,14,8,10,2019-2020
2019-09-14,Inter,Udinese,1,0,1.4,0.4,57991,Maurizio Mariani,https://fbref.com/en/matches/a56b68f2/Internazionale-Udinese-September-14-2019-Serie-A,0,0,2,0,22,8,798,125,13,8,8,30,2,699,600,523,3412,1677,11,4,9,0,0,1,1,6,5,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2019-2020
2019-09-15,Genoa,Atalanta,1,2,1.4,2.5,23395,Michael Fabbri,https://fbref.com/en/matches/7fb132b4/Genoa-Atalanta-September-15-2019-Serie-A,1,1,3,0,14,2,519,164,21,4,14,23,2,411,312,286,2807,1071,13,4,13,1,1,3,0,17,4,512,133,17,2,25,33,4,378,305,342,2430,1679,14,10,14,2019-2020
2019-09-15,Parma,Cagliari,1,3,1,0.7,14068,Fabrizio Pasqua,https://fbref.com/en/matches/c88fa28b/Parma-Cagliari-September-15-2019-Serie-A,0,0,0,0,20,7,531,120,12,11,16,28,2,420,324,334,2774,878,34,21,12,0,0,5,0,9,3,451,181,22,13,23,14,4,333,238,261,1858,659,17,14,18,2019-2020
2019-09-15,SPAL,Lazio,2,1,1.1,1.5,13650,Giampaolo Calvarese,https://fbref.com/en/matches/6d0c347f/SPAL-Lazio-September-15-2019-Serie-A,0,0,5,0,17,3,578,156,12,17,9,31,3,454,378,403,2527,1529,15,11,9,1,1,3,0,11,4,647,182,19,5,23,14,0,524,448,489,2544,1841,15,10,12,2019-2020
2019-09-15,Brescia,Bologna,3,4,0.8,3.2,15000,Gianluca Rocchi,https://fbref.com/en/matches/3d263c0c/Brescia-Bologna-September-15-2019-Serie-A,0,0,2,1,9,6,406,216,20,5,16,11,4,285,189,216,1485,894,18,10,15,0,0,6,0,20,7,691,92,14,8,4,35,8,585,482,491,3596,1403,23,11,17,2019-2020
2019-09-15,Roma,Sassuolo,4,2,2.1,1.2,34407,Daniele Chiffi,https://fbref.com/en/matches/ab5a64e6/Roma-Sassuolo-September-15-2019-Serie-A,0,0,1,0,15,6,582,112,10,7,14,24,8,486,406,361,2718,1242,10,2,13,0,0,2,0,13,3,621,169,18,7,14,23,4,509,446,443,2499,1392,16,10,9,2019-2020
2019-09-15,Hellas Verona,Milan,0,1,0.8,1.3,24363,Gianluca Manganiello,https://fbref.com/en/matches/798a19ce/Hellas-Verona-Milan-September-15-2019-Serie-A,0,0,4,1,8,1,403,181,19,10,15,12,0,297,205,236,1464,586,20,11,13,1,1,3,1,16,3,758,148,14,12,10,29,1,656,575,592,2859,1790,14,5,17,2019-2020
2019-09-16,Torino,Lecce,1,2,2,1.2,21620,Antonio Giua,https://fbref.com/en/matches/fb27614b/Torino-Lecce-September-16-2019-Serie-A,1,1,1,0,14,3,643,141,13,6,10,22,2,520,433,411,3047,1575,23,14,12,0,0,6,0,19,5,494,155,19,8,12,27,2,350,273,272,2294,948,15,12,19,2019-2020
2019-09-20,Cagliari,Genoa,3,1,1.6,1.2,14574,Gianluca Manganiello,https://fbref.com/en/matches/7b837163/Cagliari-Genoa-September-20-2019-Serie-A,0,0,1,0,14,4,512,143,18,7,17,22,4,388,287,290,2527,1083,16,8,13,0,0,1,0,11,2,650,159,22,4,13,20,2,525,422,435,2864,1267,22,10,9,2019-2020
2019-09-21,Udinese,Brescia,0,1,0.6,0.7,19611,Paolo Valeri,https://fbref.com/en/matches/d5dc14b8/Udinese-Brescia-September-21-2019-Serie-A,0,0,4,0,10,3,637,192,25,14,21,18,0,497,372,442,2519,1229,31,16,22,0,0,4,0,9,4,524,271,20,12,21,11,2,373,255,291,1959,749,23,12,18,2019-2020
2019-09-21,Juventus,Hellas Verona,2,1,2,1.2,39945,Federico La Penna,https://fbref.com/en/matches/c6a08826/Juventus-Hellas-Verona-September-21-2019-Serie-A,1,1,0,0,19,1,669,82,11,6,11,40,4,547,469,427,3008,1315,15,12,12,0,1,4,1,9,3,483,190,8,9,17,14,0,388,288,256,1683,798,13,9,19,2019-2020
2019-09-21,Milan,Inter,0,2,0.8,1.9,70440,Daniele Doveri,https://fbref.com/en/matches/8d99b6b9/Milan-Internazionale-September-21-2019-Serie-A,0,0,2,0,9,1,658,197,20,4,17,15,0,532,451,428,2314,1382,24,14,14,0,0,1,0,16,7,605,206,20,11,16,24,4,481,398,415,2396,1117,15,8,22,2019-2020
2019-09-22,Sassuolo,SPAL,3,0,2.4,1,10937,Maurizio Mariani,https://fbref.com/en/matches/af15f020/Sassuolo-SPAL-September-22-2019-Serie-A,0,0,3,0,20,6,645,234,13,6,13,33,5,539,477,506,2648,1318,15,11,19,0,0,2,0,13,3,550,258,14,10,11,19,0,449,375,382,2421,1243,17,11,14,2019-2020
2019-09-22,Lecce,Napoli,1,4,1.2,2.8,21644,Marco Piccinini,https://fbref.com/en/matches/d110cc88/Lecce-Napoli-September-22-2019-Serie-A,1,1,3,0,9,2,523,172,17,6,13,15,2,411,350,369,2282,1038,20,10,12,1,1,3,0,20,9,788,160,20,9,19,32,5,681,608,620,3593,1733,20,12,8,2019-2020
2019-09-22,Bologna,Roma,1,2,1.4,1.5,25513,Luca Pairetto,https://fbref.com/en/matches/48229e4d/Bologna-Roma-September-22-2019-Serie-A,1,1,3,0,5,2,468,183,12,14,19,12,2,354,274,277,1915,827,21,8,13,0,0,6,1,19,4,628,117,15,3,7,34,4,520,436,425,2793,1564,26,16,18,2019-2020
2019-09-22,Sampdoria,Torino,1,0,1.2,0.6,19041,Piero Giacomelli,https://fbref.com/en/matches/847fbff1/Sampdoria-Torino-September-22-2019-Serie-A,0,0,2,0,17,6,465,123,28,8,14,21,0,320,209,245,2065,1096,25,11,19,0,0,1,0,5,1,658,143,24,13,29,7,0,509,399,400,2717,1525,27,15,14,2019-2020
2019-09-22,Atalanta,Fiorentina,2,2,1.1,0.9,10314,Daniele Orsato,https://fbref.com/en/matches/ab7e6f6a/Atalanta-Fiorentina-September-22-2019-Serie-A,0,0,2,0,19,3,732,157,23,5,9,26,1,611,512,536,2949,1587,25,15,14,0,0,5,0,9,2,483,229,26,5,24,14,2,342,258,288,1969,856,25,14,11,2019-2020
2019-09-22,Lazio,Parma,2,0,2.2,0.7,31404,Rosario Abisso,https://fbref.com/en/matches/38ef4b7d/Lazio-Parma-September-22-2019-Serie-A,0,0,1,0,25,9,825,95,20,11,10,38,4,700,623,610,3395,1956,22,17,7,0,0,3,0,6,1,561,212,15,6,21,7,0,442,375,353,2639,1325,17,6,10,2019-2020
2019-09-24,Hellas Verona,Udinese,0,0,1,0.8,13740,Daniele Chiffi,https://fbref.com/en/matches/98d312ac/Hellas-Verona-Udinese-September-24-2019-Serie-A,0,0,0,0,15,4,669,163,10,11,19,20,0,513,400,445,2719,1382,30,16,5,0,0,4,0,11,3,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2019-2020
2019-09-24,Brescia,Juventus,1,2,0.9,1.7,14000,Fabrizio Pasqua,https://fbref.com/en/matches/4317b763/Brescia-Juventus-September-24-2019-Serie-A,0,0,1,0,17,3,480,225,16,13,16,31,2,361,271,282,2124,839,17,9,13,0,0,3,0,19,5,858,152,17,9,14,34,3,733,651,634,3514,1470,21,14,15,2019-2020
2019-09-25,Roma,Atalanta,0,2,1.7,1.9,31832,Massimiliano Irrati,https://fbref.com/en/matches/95b95a98/Roma-Atalanta-September-25-2019-Serie-A,0,0,2,0,13,2,605,130,14,10,13,19,0,494,393,378,3073,1078,27,11,18,0,0,1,0,18,5,694,170,28,7,28,33,3,544,460,449,2785,1488,15,10,11,2019-2020
2019-09-25,Parma,Sassuolo,1,0,1.5,0.5,14569,Livio Marinelli,https://fbref.com/en/matches/bed42d99/Parma-Sassuolo-September-25-2019-Serie-A,0,1,3,0,8,4,448,216,28,16,22,16,2,310,212,249,1915,877,19,12,20,0,0,1,0,12,4,809,189,20,13,17,16,0,670,570,531,3111,1636,21,13,10,2019-2020
2019-09-25,SPAL,Lecce,1,3,1.1,2,13292,Gianluca Rocchi,https://fbref.com/en/matches/a7d7a94e/SPAL-Lecce-September-25-2019-Serie-A,0,0,1,0,17,6,619,211,21,6,9,22,2,519,434,441,2755,1531,23,12,15,2,2,2,0,6,1,492,146,19,3,17,10,4,375,303,312,1855,1153,16,10,13,2019-2020
2019-09-25,Inter,Lazio,1,0,1.4,1.1,56175,Fabio Maresca,https://fbref.com/en/matches/7e76d4d6/Internazionale-Lazio-September-25-2019-Serie-A,0,0,2,0,16,3,844,158,20,12,14,29,2,723,627,633,3629,1581,22,12,10,0,0,3,0,10,4,546,197,20,16,22,16,0,402,324,330,2076,1370,26,16,8,2019-2020
2019-09-25,Fiorentina,Sampdoria,2,1,1.9,0.6,33469,Daniele Doveri,https://fbref.com/en/matches/1fb0e314/Fiorentina-Sampdoria-September-25-2019-Serie-A,0,0,4,0,18,8,672,160,25,7,10,31,4,548,465,450,2864,1347,17,11,13,0,0,5,1,8,2,537,202,14,7,13,8,1,435,339,348,2366,1120,22,15,16,2019-2020
2019-09-25,Genoa,Bologna,0,0,0.2,1.7,20497,Davide Massa,https://fbref.com/en/matches/5dd39b2c/Genoa-Bologna-September-25-2019-Serie-A,0,0,5,0,7,2,449,173,21,20,16,11,0,346,245,272,2485,963,16,6,16,0,1,4,0,17,1,601,112,19,5,12,34,0,480,393,397,2740,1515,18,9,11,2019-2020
2019-09-25,Napoli,Cagliari,0,1,2.1,0.3,25408,Marco Di Bello,https://fbref.com/en/matches/5a8c1572/Napoli-Cagliari-September-25-2019-Serie-A,0,0,1,1,30,5,802,209,23,9,10,37,0,666,577,613,3349,2040,17,12,9,0,0,1,0,5,1,492,258,17,7,29,8,2,331,256,271,2208,693,9,5,13,2019-2020
2019-09-26,Torino,Milan,2,1,1.4,2,23997,Marco Guida,https://fbref.com/en/matches/b3269aca/Torino-Milan-September-26-2019-Serie-A,0,0,4,0,10,4,528,161,23,5,10,18,3,412,305,334,2280,1203,24,15,14,1,1,5,1,15,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2019-2020
2019-09-28,Juventus,SPAL,2,0,2,0.3,38995,Marco Piccinini,https://fbref.com/en/matches/0d46187e/Juventus-SPAL-September-28-2019-Serie-A,0,0,2,0,21,10,836,180,21,6,10,38,4,728,638,564,3315,1720,13,9,13,0,0,2,0,5,1,490,158,18,5,20,7,0,362,282,307,2019,820,15,10,9,2019-2020
2019-09-28,Sampdoria,Inter,1,3,1.4,2.4,23694,Giampaolo Calvarese,https://fbref.com/en/matches/a1177e74/Sampdoria-Internazionale-September-28-2019-Serie-A,0,0,2,0,20,2,586,178,10,10,13,30,2,459,372,396,2495,1139,23,15,12,0,0,4,1,16,7,673,110,19,4,22,25,5,551,455,406,2738,851,11,6,12,2019-2020
2019-09-28,Sassuolo,Atalanta,1,4,0.6,2.1,11604,Paolo Valeri,https://fbref.com/en/matches/c822ab60/Sassuolo-Atalanta-September-28-2019-Serie-A,0,0,2,0,13,7,721,164,16,10,16,16,2,598,511,536,2675,1819,29,20,14,0,0,2,0,14,7,685,258,22,9,16,18,6,560,466,469,2461,1389,17,8,14,2019-2020
2019-09-29,Napoli,Brescia,2,1,2,1,45770,Gianluca Manganiello,https://fbref.com/en/matches/86a3ee41/Napoli-Brescia-September-29-2019-Serie-A,0,0,2,0,19,7,677,109,17,4,26,27,4,565,486,467,3092,1575,18,9,12,0,0,1,0,16,3,570,146,11,11,14,22,1,468,371,358,2613,1045,9,5,8,2019-2020
2019-09-29,Lecce,Roma,0,1,0.8,2.5,26044,Rosario Abisso,https://fbref.com/en/matches/4c786abf/Lecce-Roma-September-29-2019-Serie-A,0,0,2,0,13,6,509,114,13,9,19,21,0,388,312,317,2180,1281,15,10,8,0,1,4,0,18,5,695,104,16,7,15,33,2,588,507,476,3343,1900,15,12,20,2019-2020
2019-09-29,Udinese,Bologna,1,0,0.6,1.2,21361,Antonio Giua,https://fbref.com/en/matches/1ace8aaa/Udinese-Bologna-September-29-2019-Serie-A,0,0,4,0,12,4,450,162,17,5,10,21,2,327,237,241,2233,851,18,11,20,0,0,3,1,12,3,611,157,19,11,13,17,0,486,400,392,2689,1487,13,6,18,2019-2020
2019-09-29,Lazio,Genoa,4,0,1.4,0.5,26000,Luca Pairetto,https://fbref.com/en/matches/d62041b9/Lazio-Genoa-September-29-2019-Serie-A,0,0,1,0,15,9,675,146,18,4,12,26,8,572,502,511,3128,1842,19,12,8,0,0,2,0,13,6,573,193,12,9,12,21,0,490,407,410,2689,1170,21,12,11,2019-2020
2019-09-29,Cagliari,Hellas Verona,1,1,1.3,1.5,15846,Manuel Volpi,https://fbref.com/en/matches/527484ae/Cagliari-Hellas-Verona-September-29-2019-Serie-A,0,0,2,0,12,4,482,104,15,10,16,21,2,367,273,269,2492,845,13,5,20,0,0,2,0,11,3,569,125,13,6,9,20,0,460,358,330,2879,1047,11,9,20,2019-2020
2019-09-29,Milan,Fiorentina,1,3,0.8,2.4,48367,Piero Giacomelli,https://fbref.com/en/matches/ec745de3/Milan-Fiorentina-September-29-2019-Serie-A,0,0,2,1,11,3,729,203,16,4,19,16,2,624,541,529,2909,1550,22,17,10,1,2,4,0,14,5,627,245,24,8,14,26,5,513,432,404,2483,1152,25,16,14,2019-2020
2019-09-30,Parma,Torino,3,2,3.4,1.6,15001,Federico La Penna,https://fbref.com/en/matches/855b79d4/Parma-Torino-September-30-2019-Serie-A,0,1,2,0,19,4,547,144,15,6,10,28,6,422,334,346,2141,1372,19,10,17,1,1,3,1,7,4,538,108,24,7,17,10,3,407,316,333,1990,1094,21,12,14,2019-2020
2019-10-05,SPAL,Parma,1,0,1.5,0.3,11776,Marco Guida,https://fbref.com/en/matches/d91017ad/SPAL-Parma-October-5-2019-Serie-A,0,0,5,1,16,7,498,142,12,7,16,18,1,381,288,317,2218,1317,29,20,10,0,0,2,0,8,1,525,148,14,5,10,11,0,424,316,340,2322,1292,11,8,13,2019-2020
2019-10-05,Hellas Verona,Sampdoria,2,0,0.8,0.7,17787,Michael Fabbri,https://fbref.com/en/matches/6a7d53e1/Hellas-Verona-Sampdoria-October-5-2019-Serie-A,0,0,1,0,9,4,531,186,17,7,20,15,4,399,265,283,2136,652,14,8,14,0,0,3,0,14,2,570,182,21,22,20,18,0,408,297,336,1931,1123,13,11,15,2019-2020
2019-10-05,Genoa,Milan,1,2,1.9,1.4,22486,Maurizio Mariani,https://fbref.com/en/matches/18840243/Genoa-Milan-October-5-2019-Serie-A,0,1,4,2,13,5,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,4,2,8,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2019-2020
2019-10-06,Fiorentina,Udinese,1,0,0.9,0.7,37963,Alessandro Prontera,https://fbref.com/en/matches/109f472f/Fiorentina-Udinese-October-6-2019-Serie-A,0,0,1,0,17,4,592,159,19,5,14,24,2,471,386,396,2478,1622,18,10,9,0,0,2,0,8,2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2019-2020
2019-10-06,Atalanta,Lecce,3,1,3.7,1,20771,Marco Di Bello,https://fbref.com/en/matches/fe310ec0/Atalanta-Lecce-October-6-2019-Serie-A,0,0,2,0,30,15,747,167,16,14,23,44,5,613,526,575,2966,1815,32,19,15,0,0,3,0,7,2,582,145,20,20,12,14,2,458,358,364,2395,1075,19,10,13,2019-2020
2019-10-06,Bologna,Lazio,2,2,1.5,1.6,22052,Daniele Orsato,https://fbref.com/en/matches/686d7ed4/Bologna-Lazio-October-6-2019-Serie-A,0,0,5,1,17,8,581,145,18,7,23,22,3,470,371,375,2222,1218,23,16,13,0,0,4,1,11,4,532,99,13,6,18,19,3,421,325,351,2456,1182,16,11,16,2019-2020
2019-10-06,Roma,Cagliari,1,1,1.4,1.2,34385,Davide Massa,https://fbref.com/en/matches/c1eb9f50/Roma-Cagliari-October-6-2019-Serie-A,0,0,1,0,21,6,731,86,16,8,11,29,2,627,528,506,3309,1916,13,9,18,1,1,4,0,7,1,443,133,14,10,18,12,2,319,223,259,1725,649,15,9,11,2019-2020
2019-10-06,Torino,Napoli,0,0,0.6,1.2,24343,Daniele Doveri,https://fbref.com/en/matches/66ed3756/Torino-Napoli-October-6-2019-Serie-A,0,0,1,0,12,3,509,168,21,10,29,13,0,377,279,322,1982,1090,31,18,11,0,0,2,0,16,3,684,218,21,10,11,25,0,560,462,462,2891,1637,12,7,12,2019-2020
2019-10-06,Inter,Juventus,1,2,1.6,1.4,75923,Gianluca Rocchi,https://fbref.com/en/matches/5026bc07/Internazionale-Juventus-October-6-2019-Serie-A,1,1,2,0,9,2,623,187,11,6,21,10,0,526,427,392,2515,1137,17,14,22,0,0,3,0,18,6,644,152,10,8,26,29,3,516,433,366,2643,973,19,13,9,2019-2020
2019-10-19,Lazio,Atalanta,3,3,2.6,2.7,30000,Gianluca Rocchi,https://fbref.com/en/matches/035b9138/Lazio-Atalanta-October-19-2019-Serie-A,2,2,5,0,15,3,642,230,21,3,16,30,6,530,416,427,3408,1435,25,12,16,0,0,2,0,22,9,657,158,18,12,22,38,4,510,416,445,2688,1405,23,12,12,2019-2020
2019-10-19,Napoli,Hellas Verona,2,0,1.8,1.3,38686,Marco Piccinini,https://fbref.com/en/matches/f99dc9fe/Napoli-Hellas-Verona-October-19-2019-Serie-A,0,0,3,0,21,7,639,153,18,2,20,34,4,525,413,372,2580,900,18,13,12,0,0,3,0,20,5,547,218,16,4,22,31,0,419,314,329,1975,923,20,13,16,2019-2020
2019-10-19,Juventus,Bologna,2,1,2,0.6,40461,Massimiliano Irrati,https://fbref.com/en/matches/7bdb3ce3/Juventus-Bologna-October-19-2019-Serie-A,0,0,2,0,23,10,757,97,10,5,8,36,2,659,575,526,3617,1693,18,13,15,0,0,3,0,9,2,483,204,12,7,24,13,2,356,282,280,1906,954,13,8,18,2019-2020
2019-10-20,Sassuolo,Inter,3,4,1,3.1,17935,Piero Giacomelli,https://fbref.com/en/matches/2efbb915/Sassuolo-Internazionale-October-20-2019-Serie-A,0,0,4,0,12,4,596,191,15,16,13,18,6,484,417,431,2358,1221,15,8,14,2,2,3,0,12,5,533,155,19,15,8,26,8,423,349,365,2451,1313,19,9,18,2019-2020
