date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_interceptions,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_interceptions,away_fouls_committed,season
2016-08-20,Roma,Udinese,4,0,NA,NA,30940,Marco Di Bello,https://fbref.com/en/matches/9506893e/Roma-Udinese-August-20-2016-Serie-A,2,2,0,0,25,9,8,14,8,0,0,2,0,11,1,4,16,14,2016-2017
2016-08-20,Juventus,Fiorentina,2,1,NA,NA,40184,Davide Massa,https://fbref.com/en/matches/35fb08e0/Juventus-Fiorentina-August-20-2016-Serie-A,0,0,1,0,19,4,15,12,11,0,0,3,0,4,1,9,8,16,2016-2017
2016-08-21,Milan,Torino,3,2,NA,NA,32254,Antonio Damato,https://fbref.com/en/matches/4c8ba0bf/Milan-Torino-August-21-2016-Serie-A,1,1,1,1,11,5,18,3,13,0,1,3,0,21,4,14,8,22,2016-2017
2016-08-21,Empoli,Sampdoria,0,1,NA,NA,8000,Maurizio Mariani,https://fbref.com/en/matches/f526ddb8/Empoli-Sampdoria-August-21-2016-Serie-A,0,0,3,1,8,3,13,8,17,0,0,4,0,16,6,23,14,32,2016-2017
2016-08-21,Chievo,Inter,2,0,NA,NA,24000,Massimiliano Irrati,https://fbref.com/en/matches/f25666d8/Chievo-Internazionale-August-21-2016-Serie-A,0,0,2,0,12,4,13,22,15,0,0,4,0,13,3,14,20,13,2016-2017
2016-08-21,Palermo,Sassuolo,0,1,NA,NA,12935,Luca Pairetto,https://fbref.com/en/matches/4e14d321/Palermo-Sassuolo-August-21-2016-Serie-A,0,0,2,1,7,2,21,17,19,1,1,2,0,22,8,15,15,15,2016-2017
2016-08-21,Pescara,Napoli,2,2,NA,NA,16758,Piero Giacomelli,https://fbref.com/en/matches/9f2b418a/Pescara-Napoli-August-21-2016-Serie-A,0,0,3,0,10,3,12,14,11,0,0,2,0,22,4,13,11,12,2016-2017
2016-08-21,Bologna,Crotone,1,0,NA,NA,18396,Claudio Gavillucci,https://fbref.com/en/matches/e92b9160/Bologna-Crotone-August-21-2016-Serie-A,0,0,1,0,20,6,11,23,7,0,0,1,0,5,0,12,11,17,2016-2017
2016-08-21,Atalanta,Lazio,3,4,NA,NA,14710,Luca Banti,https://fbref.com/en/matches/450cd04c/Atalanta-Lazio-August-21-2016-Serie-A,0,0,2,0,18,6,12,14,7,0,0,2,0,11,6,12,15,17,2016-2017
2016-08-21,Genoa,Cagliari,3,1,NA,NA,20443,Daniele Orsato,https://fbref.com/en/matches/8917654e/Genoa-Cagliari-August-21-2016-Serie-A,0,0,4,0,22,6,17,18,13,0,0,3,0,4,3,22,18,10,2016-2017
2016-08-27,Lazio,Juventus,0,1,NA,NA,35000,Marco Guida,https://fbref.com/en/matches/0dab68ce/Lazio-Juventus-August-27-2016-Serie-A,0,0,1,0,6,1,22,15,16,0,0,2,0,13,5,13,25,5,2016-2017
2016-08-27,Napoli,Milan,4,2,NA,NA,27231,Paolo Valeri,https://fbref.com/en/matches/bc929d65/Napoli-Milan-August-27-2016-Serie-A,0,0,5,0,17,8,8,13,13,0,0,4,2,12,3,7,12,15,2016-2017
2016-08-28,Inter,Palermo,1,1,NA,NA,40527,Carmine Russo,https://fbref.com/en/matches/fb747d68/Internazionale-Palermo-August-28-2016-Serie-A,0,0,1,0,22,5,21,14,16,0,0,5,0,7,3,13,27,24,2016-2017
2016-08-28,Sampdoria,Atalanta,2,1,NA,NA,19045,Daniele Doveri,https://fbref.com/en/matches/421f3701/Sampdoria-Atalanta-August-28-2016-Serie-A,1,1,1,0,8,4,15,13,14,0,0,5,1,7,1,11,32,16,2016-2017
