date,home,away,home_score,away_score,home_xg,away_xg,attendance,referee,match_report_url,home_pk_goals,home_pk_attempts,home_yellow_cards,home_red_cards,home_shots,home_shots_on_target,home_touches,home_pressures,home_tackles,home_interceptions,home_blocks,home_shot_creating_actions,home_goal_creating_actions,home_passes_attempted,home_passes_completed,home_carries,home_passing_progressive_dist,home_carry_progressive_dist,home_dribble_attempts,home_dribble_success,home_fouls_committed,away_pk_goals,away_pk_attempts,away_yellow_cards,away_red_cards,away_shots,away_shots_on_target,away_touches,away_pressures,away_tackles,away_interceptions,away_blocks,away_shot_creating_actions,away_goal_creating_actions,away_passes_attempted,away_passes_completed,away_carries,away_passing_progressive_dist,away_carry_progressive_dist,away_dribble_attempts,away_dribble_success,away_fouls_committed,season
2018-08-18,Chievo,Juventus,2,3,1,2.1,29500,Fabrizio Pasqua,https://fbref.com/en/matches/2758c0c0/Chievo-Juventus-August-18-2018-Serie-A,1,1,2,0,5,1,398,92,18,13,15,12,4,285,208,203,1763,523,11,9,8,0,0,0,0,28,10,809,161,7,9,3,43,3,726,632,577,3376,1684,24,13,9,2018-2019
2018-08-18,Lazio,Napoli,1,2,1.1,1.5,32000,Luca Banti,https://fbref.com/en/matches/34947288/Lazio-Napoli-August-18-2018-Serie-A,0,0,0,0,11,2,528,107,14,14,25,14,2,422,324,376,2390,1038,18,10,8,0,0,0,0,11,3,851,95,23,9,14,19,4,766,645,691,3038,1686,14,8,5,2018-2019
2018-08-19,Torino,Roma,0,1,0.8,1.3,18000,Marco Di Bello,https://fbref.com/en/matches/bf8bed12/Torino-Roma-August-19-2018-Serie-A,0,0,1,0,12,4,450,144,15,14,21,20,0,356,244,270,1860,1006,22,16,10,0,0,3,0,19,5,585,169,11,13,11,29,2,487,385,432,2543,1457,16,8,14,2018-2019
2018-08-19,Empoli,Cagliari,2,0,0.9,0.9,7335,Daniele Chiffi,https://fbref.com/en/matches/4df38742/Empoli-Cagliari-August-19-2018-Serie-A,0,0,3,0,9,4,561,120,14,10,16,10,2,452,329,358,2918,1129,15,7,17,0,0,3,0,15,3,622,154,16,17,10,27,0,517,394,431,3328,917,7,2,19,2018-2019
2018-08-19,Sassuolo,Inter,1,0,1.5,1.3,19104,Maurizio Mariani,https://fbref.com/en/matches/359379e6/Sassuolo-Internazionale-August-19-2018-Serie-A,1,1,3,0,11,2,502,158,11,13,17,15,2,383,291,343,2186,1193,18,13,23,0,0,2,0,14,3,714,101,21,12,17,22,0,602,490,542,3002,1548,16,10,12,2018-2019
2018-08-19,Parma,Udinese,2,2,1.5,2,13141,Giampaolo Calvarese,https://fbref.com/en/matches/52018b4a/Parma-Udinese-August-19-2018-Serie-A,0,0,2,0,11,4,486,111,14,6,16,19,4,391,298,330,2406,975,20,9,14,1,1,2,0,17,3,577,155,17,7,11,26,3,492,401,441,2558,1293,12,10,13,2018-2019
2018-08-19,Bologna,SPAL,0,1,0.8,0.7,21158,Piero Giacomelli,https://fbref.com/en/matches/76ad12fa/Bologna-SPAL-August-19-2018-Serie-A,0,0,3,1,13,3,465,182,17,11,16,21,0,372,248,291,2102,1375,13,8,16,0,0,2,0,14,5,641,91,9,11,16,20,1,531,423,483,2694,1775,25,15,16,2018-2019
2018-08-20,Atalanta,Frosinone,4,0,2.2,0.5,18217,Marco Piccinini,https://fbref.com/en/matches/3c6aced5/Atalanta-Frosinone-August-20-2018-Serie-A,0,0,0,0,17,9,699,184,15,12,19,30,8,608,504,550,3349,2013,12,9,15,0,0,2,0,6,0,528,131,10,6,9,9,0,446,336,347,2658,946,19,14,13,2018-2019
2018-08-25,Juventus,Lazio,2,0,2.2,0.3,40171,Massimiliano Irrati,https://fbref.com/en/matches/2ea4b5a9/Juventus-Lazio-August-25-2018-Serie-A,0,0,3,0,19,6,653,167,18,12,8,30,1,555,448,472,2617,1397,21,16,11,0,0,2,0,8,2,589,117,10,24,14,11,0,482,383,408,2309,1123,23,9,15,2018-2019
2018-08-25,Napoli,Milan,3,2,2.2,0.8,34474,Paolo Valeri,https://fbref.com/en/matches/05260246/Napoli-Milan-August-25-2018-Serie-A,0,0,2,0,24,9,708,128,16,20,9,42,4,620,535,550,3093,1162,23,20,11,0,0,2,0,7,3,709,156,11,11,20,12,4,604,527,577,3270,1220,26,22,11,2018-2019
