method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0,0.0015007678217197988,0.007453136825979811,0.007453136825979811,5.5549248546776415e-5,0.004023395537098258,0.004023395537098258,1.618771164794218e-5,-0.11403508771929831,-0.11403508771929831,0.01300400123114806,0,NA
