method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0.5,0.10718428289031483,0.560480929899688,0.06048092989968801,0.003657942881530975,0.5633463941059748,0.06334639410597476,0.004012765646229473,0.7105263157894803,0.21052631578948033,0.04432132963989199,-0.4,NA
