method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0,0.015134465556825174,0.07574850044182924,0.07574850044182924,0.005737835319185804,0.08151100777146947,0.08151100777146947,0.006644044387920556,-0.19883040935672663,-0.19883040935672663,0.039533531684963485,-0.8,NA
