method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0.5,0.09398774506363183,0.49464261292712486,-0.005357387072875142,2.8701596248609678e-5,0.5017296476859175,0.0017296476859175458,2.991681117399921e-6,1.2807017543859758,0.7807017543859758,0.6094952293013405,-0.8,NA
