true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.08283201768037902,0.08319365529355238,3.616376131733573e-4,1.307817632617228e-7,-0.12865497076023133,-0.21148698844061037,0.04472674627967886
