true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.39384824861230155,0.4487676885092756,0.054919439896974065,0.003016144878597347,0.6198830409356718,0.22603479232337026,0.05109172734066912
