true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.1440156317264196,0.14565267205723487,0.0016370403308152703,2.67990104471577e-6,-0.0058479532163624405,-0.14986358494278204,0.022459094091902446
