true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.49824975980500436,0.4205637177223401,-0.07768604208266428,0.006035121134469485,0.5906432748537914,0.09239351504878707,0.008536561623070442
