true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.22197188655035716,0.20653913299011567,-0.015432753560241486,2.3816988245114624e-4,1.0847953216374426,0.8628234350870855,0.744464280135478
