true_params,bivpois_eta,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse
0.12848833915744373,0.23003189986116365,0.10154356070371992,0.010311094720390053,0.941520467836242,0.8130321286787983,0.661021242263978
