method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivpois,0.25,0.13291904381884384,0.13752240060136212,-0.11247759939863788,0.012651210366480465,0.15845438569532966,-0.09154561430467034,0.008380599498419463,-0.17543859649124144,-0.42543859649124144,0.18099799938443736,-0.4,1
