method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivpois,0.25,0.20927153673879628,0.26234776254872894,0.012347762548728936,1.524672399597929e-4,0.27635594270598346,0.02635594270598346,6.946357159210827e-4,0.5204678362572965,0.27046783625729653,0.07315285044970377,-0.4,1
