method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0.9098408799618483,0.34806164174933113,0.41631955146404453,-0.4935213284978037,0.24356330168223708,0.6467741073547129,-0.2630667726071354,0.06920412684993428,0.2807017543859728,-0.6291391255758755,0.39581603933037723,0
