method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivnorm,0,-0.037328415888692214,-0.04894586293785941,-0.04894586293785941,0.002395697498731719,-0.04605845550149783,-0.04605845550149783,0.0021213813231834556,-0.33625730994152025,-0.33625730994152025,0.11306897848910762,0,NA
